,flip_time,pre_flip_time
0,0.012956105999819556,0.0002999809998982528
1,0.009832221000124264,0.00014404099988496455
2,0.009347574999992503,0.00016831399989314377
3,0.008978001000059521,0.00015886999995018414
4,0.00947165299999142,0.00022836699986328313
5,0.008934416000101919,0.0001456119998692884
6,0.009331230000043433,0.00018661400008568307
7,0.00891365899997254,0.0001783000000159518
8,0.009552193999979863,0.00018364199991083296
9,0.008779517999983,0.00015596599996570149
10,0.009699475000161328,0.0001613770000403747
11,0.009802564999972674,0.00014631999988523603
12,0.010476832999984254,0.00012031899996145512
13,0.008579533000101947,0.00021647799985657912
14,0.008719904999907158,0.00018148599997402926
15,0.01019279699994513,0.00012266199996702198
16,0.008875283000179479,0.00012219000018376391
17,0.00968088199988415,0.00011936800001421943
18,0.010000901000012163,0.00011099799985458958
19,0.009805999999798587,0.00019820100010292663
20,0.00936960499984707,0.00011074700000790472
21,0.009791397000071811,0.00016196100000342994
22,0.009599613000091267,0.00015322900003411632
23,0.009689569000101983,0.00020490999986577663
24,0.009597585000165054,0.00013103700007377483
25,0.009731474000091112,0.0001598399999238609
26,0.008506519000093249,0.0003004540001256828
27,0.01059380400010923,0.00018877800016525725
28,0.008788691000063409,0.00016285399988191784
29,0.00939428699985001,0.00015043100006550958
30,0.009743881000076726,0.00021057000003565918
31,0.00969435699994392,0.0001973989999441983
32,0.009424945000091611,0.0001639790000353969
33,0.009925700000167126,0.00010813400012921193
34,0.009815413999831435,0.00012152899989814614
35,0.03258905000006962,0.00016007400017770124
36,0.009095795999883194,0.000123150000035821
37,0.010249608000094668,0.000200107999944521
38,0.00914620499997909,0.00011155999982292997
39,0.009047353999903862,0.00022360200000548502
40,0.009451752000131819,0.0001650819999667874
41,0.007614473999865368,0.00018414000010125164
42,0.009599534000017229,0.00016200499999285967
43,0.00921600399988165,0.00012046899996676075
44,0.00970917599988752,0.00016882199997780845
45,0.008702183999957924,0.00015039799995975045
46,0.009519950999901994,0.00015984699984983308
47,0.008460560999992595,0.00018614999999044812
48,0.009292466000033528,0.00013804000013806217
49,0.010223468000049252,0.00014111799987404083
50,0.009208437000097547,0.000175771999920471
51,0.009123658000135038,0.00016378099985558947
52,0.009904523000159315,0.00016465799990328378
53,0.009149043000206802,0.0002278219999425346
54,0.010042102999932467,0.00015210700007628475
55,0.00979543699986607,0.00022032499987290066
56,0.007877298000039445,0.00023065300001690048
57,0.009948965999910797,0.00012514700006249768
58,0.008936782000091625,0.00020465500006139337
59,0.010062814999855618,0.00011654800005089783
60,0.010202315000015005,0.00011178500017194892
61,0.008662905999926807,0.00015145199995458825
62,0.009455927999852065,0.0001596659999449912
63,0.009765540999978839,0.00015890700001364166
64,0.009910369999943214,0.0001522479999493953
65,0.010062728999855608,0.000148825999986002
66,0.009071837999954369,0.00018087899979946087
67,0.009034897999981695,0.00015271699999175326
68,0.010008163000065906,0.00013914000010117888
69,0.009145615000079488,0.00022377000004780712
70,0.009633235999899625,0.00017980999996325409
71,0.00994307799987837,0.00015276099998118298
72,0.014151728000115327,0.0001410759998634603
73,0.015365678999842203,0.00011816000005637761
74,0.0093000970000503,0.00015503500003433146
75,0.009513256999980513,0.00020137300020905968
76,0.00967350000018996,0.0001920259999224072
77,0.009413849999873491,0.00015195100013443152
78,0.010177170000133628,0.00011375600001883868
79,0.010010313999828213,0.00013157800003682496
80,0.009963893999838547,0.0001391349999266822
81,0.010031546999925922,0.00011812299999292009
82,0.009697943000219311,0.00015387600001304236
83,0.009376057999816112,0.0001565600000503764
84,0.009133622000035757,0.00018444199986333842
85,0.008958140999993702,0.00016683700005160063
86,0.00895618699996703,0.00016129200002978905
87,0.010820552000041062,0.0001240359999883367
88,0.025220245999889812,0.0006468680001034954
89,0.022794157000134874,0.00029959200014673115
90,0.025283446000003096,0.00024792099998194317
91,0.022359089000019594,0.00028527600011329923
92,0.00810969600001954,0.00016200499999285967
93,0.009227964999809046,0.00018359799992140324
94,0.009118638000018109,0.00018137799997930415
95,0.009141355000110707,0.00018647100000634964
96,0.008731793999913862,0.00015492700003960636
97,0.009339481000097294,0.00017699399995763088
98,0.009380853000038769,0.00014602900000681984
99,0.009149002999947697,0.0001551180000660679
100,0.009478929999886532,0.00020166900003459887
101,0.00908975799984546,0.00013534000004256086
