,flip_time
0,0.02136921800001801
1,0.026827500999843323
2,0.01797274499995183
3,0.008234003999859851
4,0.011702426000283594
5,0.020538107999982458
6,0.008478165999804332
7,0.007708898999680969
8,0.00833711499990386
9,0.007282415000190667
10,0.00771989399981976
11,0.00827960400010852
12,0.008676485000250977
13,0.009763114000179485
14,0.00945541199962463
15,0.0085077679996175
16,0.00933063399997991
17,0.008305128999836597
18,0.007692993000091519
19,0.008765444999880856
20,0.008266450999599328
21,0.008357096000054298
22,0.008478790000026493
23,0.008839926999826275
24,0.009030046000134462
25,0.008308159000080195
26,0.007790379999732977
27,0.008631722999780322
28,0.00916621100031989
29,0.009111874000154785
30,0.009317605999967782
31,0.008479870999963168
32,0.012404176000018197
33,0.00758493900002577
34,0.012222495000060007
35,0.006548708000082115
36,0.006510612000056426
37,0.007937128000321536
38,0.009559581000303297
39,0.00897164200023326
40,0.008036906000143063
41,0.00884138300034465
42,0.008643623999887495
43,0.007559542999842961
44,0.008616594000159239
45,0.008688411000093765
46,0.008391171999846847
47,0.00791236699978981
48,0.008943876000103046
49,0.00864657400006763
50,0.007659742999749142
51,0.008681203999913123
52,0.008678688000145485
53,0.007574031999865838
54,0.008699519999936456
55,0.008634891999918182
56,0.00889478399994914
57,0.008677416999944398
58,0.008335759000146936
59,0.0090142270000797
60,0.007815045999905124
61,0.00862141099969449
62,0.008648256000014953
63,0.008101508999970974
64,0.014399002000118344
65,0.018918247999863524
66,0.00836043300023448
67,0.008613566999883915
68,0.035952882999936264
69,0.015385845999844605
70,0.011721404000127222
71,0.024760197999967204
72,0.009937471999819536
73,0.004167606999999407
74,0.008836219999921013
75,0.008952280999892537
76,0.007320228000025963
77,0.008672707000187074
78,0.008469082999909006
79,0.008485041999847454
80,0.008321298000282695
81,0.00911679599994386
82,0.007690203000038309
83,0.009334382999895752
84,0.00806064799962769
85,0.007280321000052936
86,0.011331810999763547
87,0.005959634999726404
88,0.009086798000225826
89,0.009211166999648412
90,0.009244326000043657
91,0.008728883000003407
92,0.009238567000011244
93,0.007698603999870102
94,0.00915942699975858
95,0.008850002000144741
96,0.008824587000162865
97,0.009539339999719232
98,0.008310748999974749
99,0.008112244000130886
100,0.008350547000191
101,0.008891560000392928
102,0.008068563000051654
103,0.008960072999798285
104,0.013632924999910756
105,0.013112395000007382
106,0.011331684000197129
107,0.007727730999704363
108,0.007330504000037763
109,0.006480643000031705
110,0.008256782999978896
111,0.008914842000194767
112,0.008105289000013727
113,0.008951796000019385
114,0.008574648999911005
115,0.009005824000269058
116,0.008774454000104015
117,0.008406894000017928
118,0.009180721999655361
119,0.008422859999882348
120,0.008562995999909617
121,0.008590744999764865
122,0.008083898999757366
123,0.008853814000303828
124,0.008491748999858828
125,0.008488586000112264
126,0.009033478000219475
127,0.008913008000035916
128,0.008819845999823883
129,0.009404333000020415
130,0.009339759000340564
131,0.009345967999706772
132,0.00913097700004073
133,0.009019649000038044
134,0.00943671599998197
135,0.008977830999810976
136,0.009374797999953444
137,0.008589152000240574
138,0.009013898999910452
139,0.008192656999653991
140,0.009172089000003325
141,0.008824129999993602
142,0.026675210000121297
143,0.012540790000002744
144,0.022396619000119244
145,0.02351584300004106
146,0.005551681999804714
147,0.00852043099985167
148,0.008709302000170283
149,0.008959768999829976
150,0.008822452999993402
151,0.00856501299995216
152,0.009220056999765802
153,0.008915705000163143
154,0.008848387999933038
155,0.008816520999971544
156,0.009184502000152861
157,0.008424278999882517
158,0.008284279000235983
159,0.008419827999659901
160,0.008550660999844695
161,0.009182978999888292
162,0.007791879000251356
163,0.008913547999782168
164,0.008716282000023057
165,0.008701922000000195
166,0.008663165000143636
167,0.008723644999918179
168,0.009358548000363953
169,0.008789330000126938
170,0.009151651000138372
171,0.008909767000204738
172,0.008753682000133267
173,0.008515383000030852
174,0.008744185000068683
175,0.008902003000002878
176,0.007968389999859937
177,0.013831136000135302
178,0.01552955999977712
179,0.01084440100021311
180,0.007628870999724313
181,0.006523557000036817
182,0.008652666000216414
183,0.008373308000045654
184,0.008843971000260353
185,0.007750559999749385
186,0.008131551000133186
187,0.00761041399982787
188,0.007815605999894615
189,0.00860977999991519
190,0.009074279999822465
191,0.007501061000311893
192,0.009404253999946377
193,0.010238163999929384
194,0.006861259000288555
195,0.007310660999792162
196,0.009076531999653525
197,0.009041328999956022
198,0.008515633000115486
