,flip_time,pre_flip_time
0,0.015663569000025745,0.00028362499961076537
1,0.01405736499964405,0.000201297999410599
2,0.015512981000028958,0.00019571699976950185
3,0.016407893000177864,0.00015838400031498168
4,0.015470760000425798,0.00018995699974766467
5,0.018799313000272377,0.00016163400050572818
6,0.014807919999839214,0.00015851899934204994
7,0.01553079300083482,0.0001768909996826551
8,0.015945731999636337,0.0001736069998514722
9,0.01618059300017194,0.00016366799991374137
10,0.016003391000595002,0.00017178799953398993
11,0.01586329099973227,0.00023422100002790103
12,0.01614673399944877,0.00016948600023170002
13,0.016150447000654822,0.00017011199997796211
14,0.01574751499992999,0.00017457699959777528
15,0.016027773000132584,0.00016410899934271583
16,0.016163786000106484,0.00019521000012900913
17,0.015817647999938345,0.0001920810000228812
18,0.015707682000538625,0.0002798790001179441
19,0.015521807999903103,0.000254603000030329
20,0.016086439999526192,0.00011881999944307609
21,0.01576688000022841,0.00024781900083326036
22,0.01605266299975483,0.00015938799970172113
23,0.016089064999505354,0.00013535800007957732
24,0.016274741999950493,0.00018222099970444106
25,0.015697388000262436,0.00019111199981125537
26,0.016019597000195063,0.0001357179999104119
27,0.01600525999947422,0.00019908100057364209
28,0.01586311899973225,0.00026373200034868205
29,0.01613029599957372,0.00017564199970365735
30,0.01579208400016796,0.0002617330001157825
31,0.016117854000185616,0.00017135300004156306
32,0.016354410999156244,0.00012975399931747233
33,0.0158641420002823,0.00019889399936801055
34,0.01590947399927245,0.00013427400062937522
35,0.021334568000384024,0.0002428660000077798
36,0.01108588100032648,0.0002648599993335665
37,0.015417151000292506,0.00024217400004999945
38,0.01610218000041641,0.0001712339999357937
39,0.01638645099956193,0.00015430900020874105
40,0.015812667999853147,0.00015727299978607334
41,0.016298139999889827,0.00012263999997230712
42,0.016060370000559487,0.00015720600003987784
43,0.016732422999666596,0.00020771499930560822
44,0.016035525999541278,0.00017420499989384552
45,0.015822311000192713,0.000183471999662288
46,0.015800191999915114,0.00019469800008664606
47,0.016108530999190407,0.00019187199995940318
48,0.016162296999937098,0.00018895199991675327
49,0.015757426000163832,0.00020343500000308268
50,0.018048443000225234,0.00018870499934564577
51,0.013363856000069063,0.0002402520003670361
52,0.0157587390003755,0.00020112799938942771
53,0.017106713999964995,0.0001965730007214006
54,0.014767945000130567,0.00020460599989746697
55,0.016524487999959092,0.0001975209997908678
