,flip_time
0,0.01721724100002575
1,0.015291023000145287
2,0.014553040999999212
3,0.017504894000012428
4,0.01610032200005662
5,0.0158638240000073
6,0.016042759999891132
7,0.015805236000005607
8,0.016530263000049672
9,0.016237071999967156
10,0.015829213999950298
11,0.016269654000097944
12,0.015544965999879423
13,0.016238691000125982
14,0.017083469999988665
15,0.015509683999880508
16,0.015862259999948947
17,0.016106949999993958
18,0.01589563800007454
19,0.01603059200010648
20,0.01635759999999209
21,0.0161552079998728
22,0.01562533500009522
23,0.01615296699992541
24,0.01659050200009915
25,0.016406189000008453
26,0.01561070299999301
27,0.016409878999866123
28,0.015841130000126213
29,0.016551548000052207
30,0.016219913999975688
31,0.015822928000034153
32,0.017386042999987694
33,0.015958733000161374
34,0.015063208000128725
35,0.0212166230001003
36,0.022996943999942232
37,0.015269782000132182
38,0.01670766699999149
39,0.016238164000014876
40,0.01618928099992445
41,0.015725363999990805
42,0.016187002999913602
43,0.01579176199993526
44,0.01682339800004229
45,0.015251034000129948
46,0.021383819999982734
47,0.011236060000101133
48,0.0168273249998947
49,0.014334719999851586
50,0.016692124999963198
51,0.016245796000021073
52,0.01685759599990888
53,0.015565660999982356
54,0.015514801000108491
55,0.016661000999874886
56,0.016932070999928328
57,0.015457891000096424
58,0.016257328000165217
59,0.016101998000067397
60,0.01579263999997238
61,0.0158058429999528
62,0.016706596999938483
63,0.016133163999938915
64,0.016528605999837964
65,0.015743539999903078
66,0.016305439000007027
67,0.015423140999928364
68,0.016661658999964857
69,0.015320578999990175
70,0.01590368999995917
71,0.016350453000086418
72,0.017750468000031105
73,0.01976681699989058
74,0.027854787000023862
75,0.016219039000134217
76,0.015781927000034557
77,0.015821479999885923
78,0.015989556000022276
79,0.016564513000048464
80,0.015725693999911527
81,0.016551005000110308
82,0.014766215999998167
83,0.016782166999973924
84,0.01521347500010961
85,0.0157375440001033
86,0.01664827200011132
87,0.01667749900002491
88,0.015735541000140074
89,0.016408937999813134
90,0.015638908000028096
91,0.01663492100010444
92,0.01594502700004341
93,0.0172878700000183
94,0.015899797999963994
95,0.01572736299999633
96,0.013799763000179155
97,0.017114243999913015
98,0.015689025000028778
99,0.01628158399989843
100,0.01584995500002151
101,0.016695884999990085
102,0.01561216200002491
103,0.01584942899989983
104,0.016161249999868232
105,0.016599511999856986
106,0.015294954999944821
107,0.016251432999979443
108,0.01585743500004355
109,0.01654707900001995
110,0.01551303199994436
111,0.016642145999867353
112,0.02051761699999588
113,0.01664997000011681
114,0.016073322000011103
115,0.01675081999997019
116,0.01545600999997987
117,0.015652131000024383
118,0.015875289999939923
119,0.016141832999892358
120,0.01616063500000564
121,0.01552319699999316
122,0.016498181000088152
123,0.015788888000088264
124,0.01717612399988866
125,0.015238304999911634
126,0.016320722000045862
127,0.01604565899992849
128,0.01631047099999705
129,0.01586502300006032
130,0.01612873700014461
131,0.015827001000161545
132,0.01604570400013472
133,0.016453002999924138
134,0.01629229100012708
135,0.016079722000085894
136,0.015756051999915144
137,0.016234539999913977
138,0.01615306300004704
139,0.016137301000071602
140,0.016145357999903354
141,0.01585921400010193
142,0.016025824000053035
143,0.015592506000075446
144,0.01650245000018913
145,0.01618255800008228
146,0.01616802299986375
147,0.014498450000019147
148,0.016426124999952663
149,0.015774315999806277
150,0.021383897000077923
151,0.022413729999925636
152,0.015861494000091625
153,0.01640101200018762
154,0.015574855000068055
155,0.015966999000056603
156,0.016089353999859668
157,0.016262690999838014
158,0.015874504000066736
159,0.016059048999977676
160,0.01580342199986262
161,0.01625589599984778
162,0.015985443000090527
163,0.01616614199997457
164,0.01553541199996289
165,0.0161522309999782
166,0.01589073299987831
167,0.016244573999983913
168,0.015972147999946174
169,0.01571356099998411
170,0.016091354000081992
171,0.01606233000006796
172,0.015413766999927248
173,0.016568270999869128
174,0.015456665999863617
175,0.015952032999848598
176,0.015808778999826245
177,0.016282920999856287
178,0.01566238199984582
179,0.01620293600012701
180,0.01636380700006157
181,0.016188120000151685
182,0.015829626000140706
183,0.0161732189999384
184,0.016097084000193718
185,0.016248863000100755
186,0.015598996000107945
187,0.015881136999951195
188,0.016108808999888424
189,0.020872564999990573
190,0.016918108000027132
191,0.015617699999893375
192,0.015896477000069353
193,0.015858492000006663
194,0.016397972999811827
195,0.0157869690001462
196,0.01674437300016507
197,0.015533894999862241
198,0.01664021600004162
199,0.015656630000194127
200,0.016032029999905717
201,0.015660102000083498
202,0.0163853179999478
203,0.016309562000060396
204,0.016148110999893106
205,0.015931234000163386
206,0.01633693200005837
207,0.01622563999990234
