,flip_time
0,0.01507014600065304
1,0.00945448399943416
2,0.008786050000708201
3,0.008805527999356855
4,0.009851116001300397
5,0.010061398999823723
6,0.009846245999142411
7,0.010052210000139894
8,0.00987337999868032
9,0.009922497998559265
10,0.009861548000117182
11,0.010033010999904945
12,0.009990257000026759
13,0.009902968000460532
14,0.010301213000275311
15,0.00993075000042154
16,0.009928186000252026
17,0.01222641100139299
18,0.00637275700137252
19,0.00960032799957844
20,0.009732252001413144
21,0.009939596999174682
22,0.009810424000534113
23,0.009914793001371436
24,0.0096900190001179
25,0.009820121000302606
26,0.009676928999397205
27,0.010041407000244362
28,0.010059281999929226
29,0.009363330000269343
30,0.012436834998879931
31,0.00583198300046206
32,0.008360990999790374
33,0.009878661001494038
34,0.013679965000847005
35,0.033834669999123435
36,0.01487191299929691
37,0.008967449999545352
38,0.008897648000129266
39,0.009068063000086113
40,0.009358966000945657
41,0.009691167000710266
42,0.009079584999199142
43,0.009635796999646118
44,0.009273380999729852
45,0.009346717999505927
46,0.010348466001232737
47,0.008766060998823377
48,0.009545515000354499
49,0.009958197000742075
50,0.009441489999517216
51,0.009698185000161175
52,0.009638358000302105
53,0.009653797000282793
54,0.009180128001389676
55,0.009118246998696122
56,0.010142557999643032
57,0.008658552998895175
58,0.009493678999206168
59,0.009790070000235573
60,0.009174150000035297
61,0.010047202000350808
62,0.009232639999027015
63,0.009146559999862802
64,0.009593261000190978
65,0.009249512000678806
66,0.009880472998702317
67,0.009287059998314362
68,0.009491437000178848
69,0.009863560999292531
70,0.009640001000661869
71,0.009369245999550913
72,0.014871221999783302
73,0.012636147999728564
74,0.009158417000435293
75,0.0075850379998883
76,0.009555595001074835
77,0.00937877799879061
78,0.009807014999751118
79,0.00955318799969973
80,0.009211484999468667
81,0.009887366000839393
82,0.009111826999287587
83,0.00941032099945005
84,0.00949213399871951
85,0.012781564000761136
86,0.011090216999946279
87,0.004729508998934762
88,0.009419175999937579
89,0.009562340999764274
90,0.009417055000085384
91,0.009744279001097311
92,0.00957767399995646
93,0.00990407799872628
94,0.008931109001423465
95,0.009440817999347928
96,0.00933345100020233
97,0.009834610000325483
98,0.009380662999319611
99,0.009442534999834606
100,0.009444872999665677
101,0.00920177700027125
102,0.009227078000549227
103,0.009121598999627167
