,audio_status,audio_status_time
0,1,5949.7405421398
1,1,2974.889186664
2,1,2974.890151395
3,1,2974.890783985
4,1,2974.891410611
5,1,2974.892073109
6,1,2974.892697058
7,1,2974.893355571
8,1,2974.894063956
9,1,2974.894721522
10,1,2974.895407696
11,1,2974.896010503
12,1,2974.907667116
13,1,2974.908488503
14,1,2974.909110938
15,1,2974.909804524
16,1,2974.910481405
17,1,2974.911151832
18,1,2974.911842891
19,1,2974.912466711
20,1,2974.913079627
21,1,2974.913720597
22,1,2974.914344668
23,1,2974.924702444
24,1,2974.925562751
25,1,2974.926223631
26,1,2974.926867721
27,1,2974.927591499
28,1,2974.928281422
29,1,2974.928943683
30,1,2974.929565464
31,1,2974.930233105
32,1,2974.930860811
33,1,2974.931496716
34,1,2974.941123633
35,1,2974.942183382
36,1,2974.942792481
37,1,2974.943440396
38,1,2974.944097263
39,1,2974.944786444
40,1,2974.945482706
41,1,2974.946160481
42,1,2974.946781117
43,1,2974.947522313
44,1,2974.948188751
45,1,2974.958018444
46,1,2974.959064661
47,1,2974.959738753
48,1,2974.960349661
49,1,2974.961018824
50,1,2974.961779918
51,1,2974.962422265
52,1,2974.963069005
53,1,2974.963700136
54,1,2974.964399906
55,1,2974.965001962
56,1,2974.974744439
57,1,2974.975695924
58,1,2974.976308308
59,1,2974.976928743
60,1,2974.977586834
61,1,2974.978216754
62,1,2974.978835843
63,1,2974.979500547
64,1,2974.980088182
65,1,2974.980769146
66,1,2974.981434552
67,1,2974.991198779
68,1,2974.992029736
69,1,2974.992733746
70,1,2974.993408523
71,1,2974.994102384
72,1,2974.994757341
73,1,2974.995449277
74,1,2974.996260105
75,1,2974.996958962
76,1,2974.997575629
77,1,2974.998264902
78,1,2975.007730364
79,1,2975.008569153
80,1,2975.009213619
81,1,2975.009877885
82,1,2975.010545603
83,1,2975.011207418
84,1,2975.011897321
85,1,2975.012558062
86,1,2975.013190718
87,1,2975.013825422
88,1,2975.014445558
89,1,2975.025218737
90,1,2975.026062982
91,1,2975.026679779
92,1,2975.027298541
93,1,2975.027925463
94,1,2975.028553549
95,1,2975.029248925
96,1,2975.029847496
97,1,2975.030505229
98,1,2975.031144963
99,1,2975.031835069
100,1,2975.040882862
101,1,2975.041756114
102,1,2975.042407124
103,1,2975.043093118
104,1,2975.043792504
105,1,2975.044440874
106,1,2975.045089315
107,1,2975.045723976
108,1,2975.046343353
109,1,2975.046989959
110,1,2975.047635004
111,1,2975.057598932
112,1,2975.058361107
113,1,2975.059056377
114,1,2975.059661378
115,1,2975.060286197
116,1,2975.060913284
117,1,2975.061537163
118,1,2975.062171243
119,1,2975.062839099
120,1,2975.063504874
121,1,2975.064198675
122,1,2975.074635671
123,1,2975.075434994
124,1,2975.076064156
125,1,2975.076680034
126,1,2975.077340827
127,1,2975.077949442
128,1,2975.078589722
129,1,2975.079222988
130,1,2975.079886802
131,1,2975.080571745
132,1,2975.081402024
133,1,2975.090906553
134,1,2975.091741115
135,1,2975.092430342
136,1,2975.093058835
137,1,2975.093694539
138,1,2975.094323256
139,1,2975.094996676
140,1,2975.095629361
141,1,2975.096227939
142,1,2975.096937998
143,1,2975.097625671
144,1,2975.107828435
145,1,2975.108623725
146,1,2975.109268949
147,1,2975.109884362
148,1,2975.11052983
149,1,2975.111151108
150,1,2975.111812832
151,1,2975.112407075
152,1,2975.113060587
153,1,2975.113713343
154,1,2975.114329554
155,1,2975.12457155
156,1,2975.125445442
157,1,2975.126106878
158,1,2975.126749676
159,1,2975.127361063
160,1,2975.128021765
161,1,2975.128651394
162,1,2975.129389599
163,1,2975.130060433
164,1,2975.130735514
165,1,2975.131328205
166,1,2975.140916625
167,1,2975.141800296
168,1,2975.142434352
169,1,2975.143065079
170,1,2975.143688955
171,1,2975.144325114
172,1,2975.144982548
173,1,2975.145598589
174,1,2975.146257605
175,1,2975.146886324
176,1,2975.147530019
177,1,2975.157508935
178,1,2975.158319282
179,1,2975.159001904
180,1,2975.1596728
181,1,2975.160342456
182,1,2975.161007219
183,1,2975.161687203
184,1,2975.162316665
185,1,2975.163019507
186,1,2975.16369155
187,1,2975.164374946
188,1,2975.174363233
189,1,2975.175289782
190,1,2975.175955107
191,1,2975.176587864
192,1,2975.177226122
193,1,2975.177860587
194,1,2975.178494233
195,1,2975.17913651
196,1,2975.179763547
197,1,2975.180389304
198,1,2975.18103603
199,1,2975.190968545
200,1,2975.191782776
201,1,2975.192418634
202,1,2975.193037839
203,1,2975.193685515
204,1,2975.194321153
205,1,2975.194964306
206,1,2975.195602754
207,1,2975.196257464
208,1,2975.196870443
209,1,2975.197502297
210,1,2975.208014016
211,1,2975.208908965
212,1,2975.209517199
213,1,2975.210183426
214,1,2975.21083746
215,1,2975.211466118
216,1,2975.212083266
217,1,2975.21273588
218,1,2975.213423228
219,1,2975.21411906
220,1,2975.21481308
221,1,2975.224650978
222,1,2975.225517804
223,1,2975.226215044
224,1,2975.22689252
225,1,2975.227531117
226,1,2975.22815878
227,1,2975.228794546
228,1,2975.229449656
229,1,2975.230146362
230,1,2975.231011392
231,1,2975.231654162
232,1,2975.241230995
233,1,2975.242065243
234,1,2975.242709074
235,1,2975.24334034
236,1,2975.243986737
237,1,2975.244601114
238,1,2975.245219674
239,1,2975.245896986
240,1,2975.246513229
241,1,2975.247139622
242,1,2975.247778547
243,1,2975.258138478
244,1,2975.258977838
245,1,2975.259625108
246,1,2975.260275274
247,1,2975.26099235
248,1,2975.261672986
249,1,2975.262304262
250,1,2975.262988519
251,1,2975.2636457
252,1,2975.264315183
253,1,2975.264971598
254,1,2975.274728187
255,1,2975.275569274
256,1,2975.276263456
257,1,2975.276955396
258,1,2975.277593644
259,1,2975.278251868
260,1,2975.278935057
261,1,2975.279616622
262,1,2975.280271098
263,1,2975.280917616
264,1,2975.281533946
265,1,2975.291061675
266,1,2975.291891906
267,1,2975.292524244
268,1,2975.293197077
269,1,2975.293849662
270,1,2975.294579873
271,1,2975.295311675
272,1,2975.29599295
273,1,2975.296663227
274,1,2975.297326017
275,1,2975.297978185
276,1,2975.308083116
277,1,2975.308927676
278,1,2975.309599105
279,1,2975.310208058
280,1,2975.310861105
281,1,2975.311526867
282,1,2975.312170518
283,1,2975.312810346
284,1,2975.313454427
285,1,2975.314127164
