,loop_start_time,loop_end_time,loop_length
0,2974.889193018,2974.907587019,0.018394001000160642
1,2974.907671665,2974.924577036,0.016905370999666047
2,2974.924708737,2974.941023444,0.01631470700021964
3,2974.941129036,2974.957945656,0.016816620000099647
4,2974.958021961,2974.974648959,0.016626997999992454
5,2974.974749108,2974.991111838,0.01636272999985522
6,2974.991203663,2975.007640479,0.016436816000350518
7,2975.007735277,2975.025146776,0.017411498999990727
8,2975.025222199,2975.040784114,0.015561915000034787
9,2975.040887859,2975.057521868,0.01663400899997214
10,2975.057611151,2975.074564758,0.016953607000232296
11,2975.074639145,2975.090838914,0.016199768999740627
12,2975.090909864,2975.107759069,0.016849205000198708
13,2975.107831762,2975.1244823,0.01665053800024907
14,2975.12457668,2975.140845995,0.016269315000045026
15,2975.14092003,2975.157436833,0.01651680299983127
16,2975.157512952,2975.174212438,0.016699485999652097
17,2975.174368584,2975.190901154,0.016532569999981206
18,2975.190971919,2975.207919437,0.016947518000051787
19,2975.208019642,2975.224553193,0.01653355099961118
20,2975.224655803,2975.241141794,0.016485991000081412
21,2975.241235949,2975.258009235,0.01677328599998873
22,2975.258143716,2975.274658394,0.016514678000021377
23,2975.274731553,2975.290960984,0.016229430999828764
24,2975.291068517,2975.308010109,0.016941591999966477
25,2975.308086667,2975.324269868,0.016183200999876135
26,2975.324368596,2975.341453387,0.017084790999888355
27,2975.341562885,2975.357643047,0.01608016199998019
28,2975.357740708,2975.374979965,0.017239256999801
29,2975.375076948,2975.39073892,0.01566197200008901
30,2975.390806719,2975.408061162,0.017254443000183528
31,2975.408193017,2975.424581278,0.01638826099997459
32,2975.42475071,2975.440958924,0.016208214000016596
33,2975.441046789,2975.457946064,0.016899275000014313
34,2975.458038238,2975.47457967,0.01654143199993996
35,2975.474684544,2975.515627636,0.040943091999906756
36,2975.515691838,2975.541041042,0.025349204000121972
37,2975.541137658,2975.557781227,0.01664356899982522
38,2975.557925002,2975.574092962,0.016167960000075254
39,2975.57415982,2975.590581546,0.016421725999862247
40,2975.5906962,2975.607457263,0.016761063000103604
41,2975.6075301,2975.623834085,0.01630398499992225
42,2975.623950943,2975.641047262,0.017096318999847426
43,2975.641146553,2975.658384183,0.017237630000181525
44,2975.658450799,2975.674310897,0.01586009799984822
45,2975.674395258,2975.69100394,0.01660868199996912
46,2975.691102597,2975.707410203,0.01630760600028225
47,2975.707475444,2975.7238904,0.016414956000062375
48,2975.723956816,2975.74086556,0.01690874400037501
49,2975.740936762,2975.757630784,0.01669402200013792
50,2975.757744032,2975.774123518,0.016379486000005272
51,2975.774229063,2975.790866223,0.016637160000300355
52,2975.790946796,2975.807310162,0.016363365999950474
53,2975.807404018,2975.824415163,0.017011145000196848
54,2975.824505003,2975.840760866,0.016255862999969395
55,2975.840856643,2975.857269728,0.016413085000294814
56,2975.857343225,2975.87399186,0.016648634999910428
57,2975.874054182,2975.890435429,0.016381247000026633
58,2975.890509423,2975.907125398,0.016615975000149774
59,2975.907226943,2975.923781785,0.01655484200000501
60,2975.923850107,2975.94094259,0.01709248299994215
61,2975.941032403,2975.957816456,0.01678405299981023
62,2975.957916554,2975.974147635,0.0162310810001145
63,2975.974235164,2975.991079315,0.016844150999986596
64,2975.991179988,2976.007863296,0.016683307999755925
65,2976.007963555,2976.024481074,0.01651751899998999
66,2976.02457763,2976.041161763,0.016584133000378642
67,2976.041253788,2976.057557183,0.016303394999795273
68,2976.057672882,2976.074328285,0.01665540299973145
69,2976.074403743,2976.091075034,0.016671290999966004
70,2976.091180816,2976.107695883,0.016515067000000272
71,2976.107801867,2976.124103109,0.016301241999826743
72,2976.124218632,2976.167307659,0.043089026999950875
73,2976.167422439,2976.192747176,0.025324737000119057
74,2976.192856544,2976.225788256,0.03293171200039069
75,2976.225883098,2976.258769834,0.03288673599990943
76,2976.25892368,2976.292231004,0.03330732399990666
77,2976.292341313,2976.32433005,0.03198873699966498
78,2976.324453915,2976.341251514,0.016797598999801266
79,2976.341357161,2976.357747597,0.01639043600016521
80,2976.357859799,2976.374121656,0.016261857000245072
81,2976.374205667,2976.390751195,0.016545528000278864
82,2976.390840308,2976.407470791,0.01663048299997172
83,2976.407551724,2976.42418358,0.01663185600000361
84,2976.424254017,2976.44069526,0.016441243000372197
85,2976.440777343,2976.457447307,0.01666996400035714
86,2976.457535838,2976.474211793,0.016675955000209797
87,2976.474282561,2976.491130948,0.01684838699975444
88,2976.491242189,2976.507882464,0.01664027500009979
89,2976.507986507,2976.524222316,0.016235808999681467
90,2976.524303808,2976.540751326,0.01644751800040467
91,2976.540822048,2976.55763955,0.016817502000321838
92,2976.557739658,2976.574183717,0.0164440589996957
93,2976.574273239,2976.590621898,0.016348658999959298
94,2976.590688313,2976.60727419,0.016585877000125038
95,2976.607346938,2976.623961395,0.016614457000287075
