,audio_status,audio_status_time,audio_status_realtime,audio_status_trialtime
0,1,13861.8342327875,00:01:24:154890,0.0014684809986640346
1,1,13861.853321763,2022-06-14 00:01:14.174420,0.020269021499188966
2,1,13861.854232154,2022-06-14 00:01:14.175326,0.02119332350048353
3,1,13861.854915655,2022-06-14 00:01:14.176011,0.021881216500332812
4,1,13861.855644953,2022-06-14 00:01:14.176741,0.022615736499574268
5,1,13861.856534051,2022-06-14 00:01:14.177630,0.023498671500419732
6,1,13861.857235997,2022-06-14 00:01:14.178330,0.02419517449925479
7,1,13861.857899296,2022-06-14 00:01:14.178991,0.02485313149918511
8,1,13861.858585832,2022-06-14 00:01:14.179680,0.025545695500113652
9,1,13861.85932761,2022-06-14 00:01:14.180421,0.02628631349944044
10,1,13861.859946187,2022-06-14 00:01:14.181038,0.026898821499344194
11,1,13861.860623322,2022-06-14 00:01:14.181715,0.027577515500524896
12,1,13861.884606907,2022-06-14 00:01:14.205706,0.05155338149961608
13,1,13861.885344912,2022-06-14 00:01:14.206438,0.05230053349987429
14,1,13861.886009388,2022-06-14 00:01:14.207103,0.052965200498874765
15,1,13861.886620236,2022-06-14 00:01:14.207713,0.053573702500216314
16,1,13861.887266188,2022-06-14 00:01:14.208358,0.054216992499277694
17,1,13861.887917324,2022-06-14 00:01:14.209010,0.054871356500370894
18,1,13861.888571284,2022-06-14 00:01:14.209665,0.05552742049985682
19,1,13861.889255835,2022-06-14 00:01:14.210348,0.05620822950004367
20,1,13861.889913548,2022-06-14 00:01:14.211005,0.05686274449908524
21,1,13861.89056978,2022-06-14 00:01:14.211662,0.05751971949939616
22,1,13861.891173196,2022-06-14 00:01:14.212264,0.05812006149972149
23,1,13861.900357633,2022-06-14 00:01:14.221454,0.06730366249939834
24,1,13861.901169912,2022-06-14 00:01:14.222263,0.06812324649945367
25,1,13861.901758534,2022-06-14 00:01:14.222851,0.06870895750034833
26,1,13861.902391198,2022-06-14 00:01:14.223482,0.06933975550055038
27,1,13861.902996011,2022-06-14 00:01:14.224088,0.06994430349914182
28,1,13861.903619132,2022-06-14 00:01:14.224711,0.07056743149951217
29,1,13861.904231004,2022-06-14 00:01:14.225322,0.07117903749895049
30,1,13861.90484586,2022-06-14 00:01:14.225938,0.07179408249976404
31,1,13861.905475282,2022-06-14 00:01:14.226567,0.07242469750053715
32,1,13861.906092193,2022-06-14 00:01:14.227184,0.07304051749997598
33,1,13861.906713215,2022-06-14 00:01:14.227805,0.07366277949950018
34,1,13861.917221451,2022-06-14 00:01:14.238320,0.08416767450034968
35,1,13861.918074628,2022-06-14 00:01:14.239171,0.08503722749992448
36,1,13861.918725556,2022-06-14 00:01:14.239821,0.08568537949940946
37,1,13861.919426638,2022-06-14 00:01:14.240523,0.08638896149932407
38,1,13861.92011271,2022-06-14 00:01:14.241209,0.08707621549910982
39,1,13861.920835927,2022-06-14 00:01:14.241932,0.08779782649980916
40,1,13861.921612551,2022-06-14 00:01:14.242710,0.08857580949916155
41,1,13861.922309582,2022-06-14 00:01:14.243405,0.08926837350009009
42,1,13861.923032608,2022-06-14 00:01:14.244130,0.08999940449939459
43,1,13861.92374637,2022-06-14 00:01:14.244841,0.09070490449994395
44,1,13861.924430811,2022-06-14 00:01:14.245527,0.0913928224999836
45,1,13861.933266066,2022-06-14 00:01:14.254365,0.10021279250031512
46,1,13861.934086871,2022-06-14 00:01:14.255183,0.10104755549946276
47,1,13861.934745912,2022-06-14 00:01:14.255842,0.10172204250011418
48,1,13861.935487113,2022-06-14 00:01:14.256583,0.102446423499714
49,1,13861.936158562,2022-06-14 00:01:14.257255,0.10311952049960382
50,1,13861.936819246,2022-06-14 00:01:14.257916,0.10378103450057097
51,1,13861.937541675,2022-06-14 00:01:14.258641,0.10450615449917677
52,1,13861.938246804,2022-06-14 00:01:14.259358,0.10522366549957951
53,1,13861.938997866,2022-06-14 00:01:14.260095,0.10595866249968822
54,1,13861.939662911,2022-06-14 00:01:14.260760,0.1066257954989851
55,1,13861.940315794,2022-06-14 00:01:14.261413,0.10727872449933784
