,flip_time
0,0.01014350200057379
1,0.009606694000467542
2,0.009356037000543438
3,0.00961502799873415
4,0.00996497500091209
5,0.010191108000071836
6,0.00883712099857803
7,0.010014605999458581
8,0.009344553000119049
9,0.009955379999155411
10,0.009612054000172066
11,0.010052800998892053
12,0.009929998999723466
13,0.00953839700014214
14,0.00961183199979132
15,0.009333168000011938
16,0.009639649999371613
17,0.008833095000227331
18,0.009419327001523925
19,0.009478779000346549
20,0.009856262000539573
21,0.009675851999418228
22,0.009807077000004938
23,0.009656374999394757
24,0.009802548000152456
25,0.009504476000074646
26,0.00945009000133723
27,0.010219065999990562
28,0.009702629999083001
29,0.009862517999863485
30,0.01011031800044293
31,0.008941410998886568
32,0.008922701999836136
33,0.009047929001098964
34,0.008943970999098383
35,0.010127168001417886
36,0.031631949999791686
37,0.008998397001050762
38,0.009368912998979795
39,0.010003256000345573
40,0.010072334000142291
41,0.01020198399965011
42,0.010074279000036768
43,0.00999003800097853
44,0.009335613000075682
45,0.009190841999952681
46,0.009689308999440982
47,0.010115592000147444
48,0.009437591999812867
49,0.009605244000340463
50,0.009868139000900555
51,0.010002860999520635
52,0.009128393001446966
53,0.009855148000497138
54,0.009837435000008554
55,0.009394566999617382
56,0.009556884000630816
57,0.00967804299943964
58,0.009734118999404018
59,0.009768195999640739
60,0.010135820999494172
61,0.009328153000751627
62,0.009420152999155107
63,0.00956625199978589
64,0.009676917999968282
65,0.009813925998969353
66,0.009741767000377877
67,0.010021239999332465
68,0.009411580000232789
69,0.00936646299851418
70,0.009519842000372591
71,0.009594558001481346
72,0.008729864999622805
73,0.014615834999858635
74,0.018174486998759676
75,0.009574649999194662
76,0.009430514999621664
77,0.01003760299863643
78,0.009630292999645462
79,0.00970917100130464
80,0.00917977199969755
81,0.009129244999712682
82,0.009502594000878162
83,0.009679980001237709
84,0.009697096000309102
85,0.009955726000043796
86,0.01016929599973082
87,0.009964722999939113
88,0.009857480999926338
89,0.010178738999456982
90,0.009786344999156427
91,0.009789880001335405
92,0.009556488999805879
93,0.009960339000826934
94,0.009925662001478486
95,0.009662834998380276
96,0.009421044000191614
97,0.01014668899915705
98,0.010029981000116095
99,0.009334349999335245
100,0.009832419000304071
101,0.009926615999575006
102,0.009831047998886788
103,0.009536038000078406
104,0.009736785999848507
105,0.009413669000423397
106,0.009792498000024352
107,0.008758545000091544
108,0.010376244001236046
109,0.009361088999867206
110,0.015465087000848143
111,0.011746782000045641
112,0.00984694699945976
113,0.00968893599929288
114,0.009663396998803364
115,0.00978231500084803
116,0.009865129000900197
117,0.009546736000629608
118,0.009683598000265192
119,0.009731960000863182
120,0.009602360998542281
121,0.010028816999692935
122,0.009354296000310569
123,0.010025654999481048
124,0.009088880000490462
125,0.009557793999192654
126,0.009338675999970292
127,0.00961176500095462
128,0.009406597000634065
129,0.00976230400010536
130,0.009684258999186568
131,0.009431656000742805
132,0.009639633000915637
133,0.00952036099988618
134,0.009727282000312698
135,0.009593464001227403
136,0.009419133000847069
137,0.009471420000409125
138,0.009762925999893923
139,0.009609423999791034
140,0.009118041998590343
141,0.009968831000151113
142,0.009293331000662874
143,0.009445396000955952
144,0.009862275999694248
145,0.009253644000636996
146,0.009710756999993464
147,0.008844652998959646
148,0.027954922999924747
149,0.008585985000536311
150,0.009543500000290805
151,0.009670940000432893
152,0.010328278000088176
153,0.009269142001357977
154,0.009724036000989145
155,0.010086606998811476
156,0.009689078000519658
157,0.009155879999525496
158,0.009335119999377639
159,0.009713859000839875
160,0.009504116000243812
161,0.009669026998381014
162,0.009413814999788883
163,0.009270504000596702
164,0.009705378999569803
165,0.00962287299989839
166,0.00988487900031032
167,0.009402559000591282
168,0.008608603000539006
169,0.009660043000621954
170,0.00953174999995099
171,0.009767773999556084
172,0.009885177998512518
173,0.00982530399960524
174,0.009826412999245804
175,0.008947518999775639
176,0.009178976999464794
177,0.010116305998963071
178,0.010043082998890895
179,0.010382285001469427
180,0.009511259000646533
181,0.00942986399968504
182,0.009529687000394915
183,0.00982984199981729
184,0.009892686999592115
185,0.015462006000234396
186,0.01588890500170237
187,0.009267430999898352
188,0.00925362199996016
189,0.009889077000480029
190,0.009677681000539451
191,0.010171034999075346
192,0.009579345000020112
193,0.009678301999883843
194,0.009902458999931696
195,0.009705782000310137
196,0.009606806999727269
197,0.009418225999979768
198,0.009200332000546041
199,0.009365500000058091
200,0.009420304999366635
201,0.009793299999728333
202,0.009500199001195142
203,0.009722834000058356
204,0.009877937000055681
205,0.009599285000149393
206,0.00964472999839927
207,0.009260142000130145
208,0.009893061000184389
209,0.009703903000627179
210,0.009568868999849656
211,0.009595207999154809
212,0.009697487001176341
213,0.009438458000659011
214,0.009696160999737913
215,0.00946517700140248
216,0.009529332999591134
217,0.009868467001069803
218,0.009640160000344622
219,0.009956085001249448
220,0.009841761999268783
221,0.009606700999938766
222,0.015365481000117143
223,0.008944532000896288
224,0.009772818000783445
225,0.009961591000319459
226,0.009725505000460544
227,0.009980763999919873
228,0.00942709700029809
229,0.00983285300026182
230,0.009645844000260695
231,0.009841181999945547
232,0.009753524000188918
233,0.009318078999058343
234,0.009377061000122922
235,0.009868828999969992
236,0.009770574000867782
237,0.010024545999840484
238,0.009832150000875117
239,0.009928797000611667
240,0.010021338999649743
241,0.009200391999911517
242,0.010216384998784633
243,0.009421654000107083
244,0.009488412000791868
245,0.008919730000343407
246,0.009063163999599055
247,0.009294196001064847
248,0.009794543000680278
249,0.00965110899960564
250,0.009555241000271053
251,0.00906724600099551
252,0.009730087000207277
253,0.009598289998393739
254,0.009803298000406357
255,0.009694267999293515
256,0.009567593000610941
257,0.00968677000128082
258,0.009705211999971652
259,0.00946892699903401
260,0.032917599000938935
261,0.009542953999698511
262,0.00968232800005353
263,0.009831561999817495
264,0.009581588999935775
265,0.009856378999756998
266,0.009496417000264046
267,0.009397755000463803
268,0.009347885999886785
269,0.009388877000674256
270,0.00936437299969839
271,0.009743578000779962
272,0.009789226000066265
273,0.009324434000518522
274,0.009562130000631441
275,0.009397687999808113
276,0.009170047000225168
277,0.00958702599928074
278,0.009827427998970961
279,0.01011359999938577
280,0.009205554000800475
281,0.009695094999187859
282,0.009113238998907036
283,0.009450025001569884
284,0.009761291999893729
285,0.00999014300032286
286,0.009786635000637034
287,0.009734199999002158
288,0.00950651499988453
289,0.009778204999747686
290,0.00970864599912602
291,0.009565952999764704
292,0.009912802999679116
293,0.009593392998795025
294,0.009743163000166533
295,0.010320680001314031
296,0.00937466499999573
297,0.015203767999992124
298,0.015835107000384596
299,0.00936893499965663
300,0.009670096998888766
301,0.009254778000467923
302,0.009326774001237936
303,0.009423258999959216
304,0.009908623998853727
305,0.009668630998930894
306,0.009529356000712141
307,0.009620496999559691
308,0.009844235000855406
309,0.00952791400050046
310,0.009729336999953375
311,0.009494193000136875
312,0.009704366000732989
313,0.00971477699931711
314,0.009276998000132153
315,0.009679202999905101
316,0.009682226000222727
317,0.009462665999308228
318,0.009664686998803518
319,0.00993060200016771
320,0.009247010999388294
321,0.009763738000401645
322,0.009360947000459419
323,0.009515129999272176
324,0.009849363001194433
325,0.009175490000416175
326,0.009760233000633889
327,0.009624636999433278
328,0.009442266000405652
329,0.009609840999473818
330,0.009379157001603744
331,0.0096141459998762
332,0.009281784001359483
333,0.009984595000787522
334,0.009503926999968826
335,0.014520373999403091
336,0.009670696001194301
337,0.009359837998999865
338,0.009938827000951278
339,0.009346711000034702
340,0.009446647000004305
341,0.00872861300013028
342,0.010227777998807142
343,0.009006017999126925
344,0.009783532999790623
345,0.009520968000288121
346,0.008936434000133886
347,0.009741576999658719
348,0.009508372000709642
349,0.009414840998942964
350,0.009858563000307186
