,audio_status,audio_status_time,audio_status_realtime
42,1,12016.850237324,2022-06-13 23:27:26.227848
43,1,12016.850851413,2022-06-13 23:27:26.228462
44,1,12016.851487924,2022-06-13 23:27:26.229098
45,1,12016.865983182,2022-06-13 23:27:26.243595
46,1,12016.866781696,2022-06-13 23:27:26.244393
47,1,12016.867475095,2022-06-13 23:27:26.245087
48,1,12016.868163687,2022-06-13 23:27:26.245775
49,1,12016.868800122,2022-06-13 23:27:26.246411
50,1,12016.869445493,2022-06-13 23:27:26.247057
51,1,12016.870078834,2022-06-13 23:27:26.247690
52,1,12016.870704577,2022-06-13 23:27:26.248316
53,1,12016.87134314,2022-06-13 23:27:26.248955
54,1,12016.872058691,2022-06-13 23:27:26.249671
55,1,12016.872768764,2022-06-13 23:27:26.250382
56,1,12016.895153122,2022-06-13 23:27:26.272767
57,1,12016.896100622,2022-06-13 23:27:26.273714
58,1,12016.896758037,2022-06-13 23:27:26.274373
59,1,12016.897458817,2022-06-13 23:27:26.275073
60,1,12016.898114118,2022-06-13 23:27:26.275726
61,1,12016.89875326,2022-06-13 23:27:26.276367
62,1,12016.899431018,2022-06-13 23:27:26.277045
63,1,12016.900147278,2022-06-13 23:27:26.277761
64,1,12016.900776537,2022-06-13 23:27:26.278389
65,1,12016.901444008,2022-06-13 23:27:26.279058
66,1,12016.902091916,2022-06-13 23:27:26.279705
67,1,12016.91137174,2022-06-13 23:27:26.288986
68,1,12016.912214975,2022-06-13 23:27:26.289829
69,1,12016.912920205,2022-06-13 23:27:26.290534
70,1,12016.91357589,2022-06-13 23:27:26.291188
71,1,12016.914220651,2022-06-13 23:27:26.291833
72,1,12016.91490867,2022-06-13 23:27:26.292524
73,1,12016.915543217,2022-06-13 23:27:26.293156
74,1,12016.916198943,2022-06-13 23:27:26.293811
75,1,12016.916862537,2022-06-13 23:27:26.294477
76,1,12016.91754869,2022-06-13 23:27:26.295164
77,1,12016.918251262,2022-06-13 23:27:26.295866
78,1,12016.927914157,2022-06-13 23:27:26.305528
79,1,12016.928727763,2022-06-13 23:27:26.306342
80,1,12016.929338943,2022-06-13 23:27:26.306953
81,1,12016.930009218,2022-06-13 23:27:26.307624
82,1,12016.930640662,2022-06-13 23:27:26.308254
83,1,12016.931250605,2022-06-13 23:27:26.308864
84,1,12016.931877615,2022-06-13 23:27:26.309491
85,1,12016.932537742,2022-06-13 23:27:26.310151
86,1,12016.933138888,2022-06-13 23:27:26.310753
87,1,12016.933819683,2022-06-13 23:27:26.311435
88,1,12016.934475602,2022-06-13 23:27:26.312091
89,1,12016.94485945,2022-06-13 23:27:26.322475
90,1,12016.945716478,2022-06-13 23:27:26.323333
91,1,12016.946395017,2022-06-13 23:27:26.324011
92,1,12016.94710802,2022-06-13 23:27:26.324724
93,1,12016.947804604,2022-06-13 23:27:26.325420
94,1,12016.948468672,2022-06-13 23:27:26.326084
95,1,12016.94915752,2022-06-13 23:27:26.326774
96,1,12016.949798268,2022-06-13 23:27:26.327416
97,1,12016.950509596,2022-06-13 23:27:26.328172
98,1,12016.95125813,2022-06-13 23:27:26.328873
99,1,12016.951933854,2022-06-13 23:27:26.329549
100,1,12016.961470171,2022-06-13 23:27:26.339086
101,1,12016.962359808,2022-06-13 23:27:26.339976
102,1,12016.963029382,2022-06-13 23:27:26.340646
103,1,12016.963668292,2022-06-13 23:27:26.341284
104,1,12016.964297103,2022-06-13 23:27:26.341913
105,1,12016.964960395,2022-06-13 23:27:26.342577
106,1,12016.965644931,2022-06-13 23:27:26.343264
107,1,12016.966265735,2022-06-13 23:27:26.343881
108,1,12016.966944803,2022-06-13 23:27:26.344561
109,1,12016.967628357,2022-06-13 23:27:26.345245
110,1,12016.9682695,2022-06-13 23:27:26.345886
111,1,12016.978114893,2022-06-13 23:27:26.355732
112,1,12016.97902413,2022-06-13 23:27:26.356642
113,1,12016.979840138,2022-06-13 23:27:26.357459
114,1,12016.980575982,2022-06-13 23:27:26.358194
115,1,12016.981275645,2022-06-13 23:27:26.358893
116,1,12016.98193174,2022-06-13 23:27:26.359550
117,1,12016.982808254,2022-06-13 23:27:26.360427
118,1,12016.983488322,2022-06-13 23:27:26.361106
119,1,12016.984170527,2022-06-13 23:27:26.361788
120,1,12016.98490665,2022-06-13 23:27:26.362523
121,1,12016.985578106,2022-06-13 23:27:26.363194
122,1,12016.994537535,2022-06-13 23:27:26.372155
123,1,12016.995365925,2022-06-13 23:27:26.372983
124,1,12016.996021667,2022-06-13 23:27:26.373639
125,1,12016.996667176,2022-06-13 23:27:26.374284
126,1,12016.997330041,2022-06-13 23:27:26.374948
127,1,12016.998027928,2022-06-13 23:27:26.375646
128,1,12016.99871934,2022-06-13 23:27:26.376339
129,1,12016.999400253,2022-06-13 23:27:26.377018
130,1,12017.000143698,2022-06-13 23:27:26.377760
131,1,12017.000815446,2022-06-13 23:27:26.378432
132,1,12017.001444495,2022-06-13 23:27:26.379060
133,1,12017.01061158,2022-06-13 23:27:26.388229
134,1,12017.011307717,2022-06-13 23:27:26.388924
135,1,12017.011966292,2022-06-13 23:27:26.389582
136,1,12017.012521215,2022-06-13 23:27:26.390136
137,1,12017.013170856,2022-06-13 23:27:26.390787
138,1,12017.013767487,2022-06-13 23:27:26.391383
139,1,12017.014405678,2022-06-13 23:27:26.392021
140,1,12017.015061204,2022-06-13 23:27:26.392677
141,1,12017.01567744,2022-06-13 23:27:26.393294
142,1,12017.016289733,2022-06-13 23:27:26.393906
143,1,12017.016912333,2022-06-13 23:27:26.394528
144,1,12017.027293568,2022-06-13 23:27:26.404911
145,1,12017.028006226,2022-06-13 23:27:26.405625
146,1,12017.028674702,2022-06-13 23:27:26.406292
147,1,12017.029302692,2022-06-13 23:27:26.406919
148,1,12017.029923034,2022-06-13 23:27:26.407539
149,1,12017.030570247,2022-06-13 23:27:26.408187
150,1,12017.03120972,2022-06-13 23:27:26.408826
151,1,12017.031832917,2022-06-13 23:27:26.409449
152,1,12017.032469145,2022-06-13 23:27:26.410085
153,1,12017.033114156,2022-06-13 23:27:26.410730
154,1,12017.033742127,2022-06-13 23:27:26.411358
155,1,12017.0440371,2022-06-13 23:27:26.421656
156,1,12017.044737067,2022-06-13 23:27:26.422355
157,1,12017.045387902,2022-06-13 23:27:26.423005
158,1,12017.046035066,2022-06-13 23:27:26.423652
159,1,12017.04667607,2022-06-13 23:27:26.424293
160,1,12017.047313086,2022-06-13 23:27:26.424930
161,1,12017.04791133,2022-06-13 23:27:26.425529
162,1,12017.048552263,2022-06-13 23:27:26.426169
163,1,12017.049183678,2022-06-13 23:27:26.426801
164,1,12017.049791763,2022-06-13 23:27:26.427409
165,1,12017.050399216,2022-06-13 23:27:26.428016
166,1,12017.060469644,2022-06-13 23:27:26.438089
167,1,12017.061185313,2022-06-13 23:27:26.438803
168,1,12017.061811364,2022-06-13 23:27:26.439430
169,1,12017.062431171,2022-06-13 23:27:26.440049
170,1,12017.063041762,2022-06-13 23:27:26.440660
171,1,12017.063646654,2022-06-13 23:27:26.441266
172,1,12017.064214035,2022-06-13 23:27:26.441832
173,1,12017.064858457,2022-06-13 23:27:26.442479
174,1,12017.06547041,2022-06-13 23:27:26.443088
175,1,12017.066096841,2022-06-13 23:27:26.443714
176,1,12017.06670909,2022-06-13 23:27:26.444335
177,1,12017.077261324,2022-06-13 23:27:26.454882
178,1,12017.077991576,2022-06-13 23:27:26.455611
179,1,12017.078605382,2022-06-13 23:27:26.456224
180,1,12017.07916653,2022-06-13 23:27:26.456785
181,1,12017.079800014,2022-06-13 23:27:26.457420
182,1,12017.08039721,2022-06-13 23:27:26.458016
183,1,12017.081026325,2022-06-13 23:27:26.458645
184,1,12017.081632483,2022-06-13 23:27:26.459251
185,1,12017.082245473,2022-06-13 23:27:26.459864
186,1,12017.08286301,2022-06-13 23:27:26.460482
187,1,12017.08347428,2022-06-13 23:27:26.461093
188,1,12017.094180247,2022-06-13 23:27:26.471801
189,1,12017.094894693,2022-06-13 23:27:26.472516
190,1,12017.095522461,2022-06-13 23:27:26.473142
191,1,12017.096131324,2022-06-13 23:27:26.473751
192,1,12017.096737244,2022-06-13 23:27:26.474357
193,1,12017.097338535,2022-06-13 23:27:26.474958
194,1,12017.097875411,2022-06-13 23:27:26.475494
195,1,12017.09847768,2022-06-13 23:27:26.476097
196,1,12017.099088263,2022-06-13 23:27:26.476708
197,1,12017.099713848,2022-06-13 23:27:26.477334
198,1,12017.100325808,2022-06-13 23:27:26.477945
199,1,12017.110594405,2022-06-13 23:27:26.488216
200,1,12017.111333473,2022-06-13 23:27:26.488955
201,1,12017.11192658,2022-06-13 23:27:26.489548
202,1,12017.112531135,2022-06-13 23:27:26.490153
203,1,12017.113114136,2022-06-13 23:27:26.490736
204,1,12017.113714236,2022-06-13 23:27:26.491337
205,1,12017.114360286,2022-06-13 23:27:26.491983
206,1,12017.114995207,2022-06-13 23:27:26.492617
207,1,12017.115658638,2022-06-13 23:27:26.493281
208,1,12017.11625802,2022-06-13 23:27:26.493880
209,1,12017.116888688,2022-06-13 23:27:26.494510
210,1,12017.127706154,2022-06-13 23:27:26.505330
211,1,12017.128463646,2022-06-13 23:27:26.506088
212,1,12017.129127373,2022-06-13 23:27:26.506751
213,1,12017.129816444,2022-06-13 23:27:26.507441
214,1,12017.130460248,2022-06-13 23:27:26.508084
215,1,12017.131094118,2022-06-13 23:27:26.508719
216,1,12017.131778246,2022-06-13 23:27:26.509479
217,1,12017.13255987,2022-06-13 23:27:26.510185
218,1,12017.133172993,2022-06-13 23:27:26.510797
219,1,12017.133836651,2022-06-13 23:27:26.511460
220,1,12017.134452783,2022-06-13 23:27:26.512076
221,1,12017.144340861,2022-06-13 23:27:26.521965
222,1,12017.145226608,2022-06-13 23:27:26.522852
223,1,12017.145885846,2022-06-13 23:27:26.523511
224,1,12017.146521131,2022-06-13 23:27:26.524146
225,1,12017.147136121,2022-06-13 23:27:26.524761
226,1,12017.14776928,2022-06-13 23:27:26.525395
227,1,12017.148411495,2022-06-13 23:27:26.526038
228,1,12017.149087042,2022-06-13 23:27:26.526714
229,1,12017.149769402,2022-06-13 23:27:26.527395
230,1,12017.150444816,2022-06-13 23:27:26.528070
231,1,12017.15110257,2022-06-13 23:27:26.528728
232,1,12017.16145852,2022-06-13 23:27:26.539084
233,1,12017.162228278,2022-06-13 23:27:26.539859
234,1,12017.162849365,2022-06-13 23:27:26.540475
235,1,12017.163506713,2022-06-13 23:27:26.541134
236,1,12017.164118644,2022-06-13 23:27:26.541744
237,1,12017.16482913,2022-06-13 23:27:26.542456
238,1,12017.165483498,2022-06-13 23:27:26.543110
239,1,12017.166218781,2022-06-13 23:27:26.543846
240,1,12017.166852659,2022-06-13 23:27:26.544479
241,1,12017.167495801,2022-06-13 23:27:26.545124
242,1,12017.168142129,2022-06-13 23:27:26.545769
243,1,12017.177859299,2022-06-13 23:27:26.555486
244,1,12017.178624319,2022-06-13 23:27:26.556251
245,1,12017.179302763,2022-06-13 23:27:26.556929
246,1,12017.179958649,2022-06-13 23:27:26.557585
247,1,12017.180667242,2022-06-13 23:27:26.558294
248,1,12017.181346406,2022-06-13 23:27:26.558973
249,1,12017.182074317,2022-06-13 23:27:26.559701
250,1,12017.182689022,2022-06-13 23:27:26.560315
251,1,12017.183345966,2022-06-13 23:27:26.560972
252,1,12017.183960094,2022-06-13 23:27:26.561586
253,1,12017.184595314,2022-06-13 23:27:26.562222
254,1,12017.194770115,2022-06-13 23:27:26.572397
255,1,12017.195539101,2022-06-13 23:27:26.573166
256,1,12017.196167261,2022-06-13 23:27:26.573794
257,1,12017.196824485,2022-06-13 23:27:26.574451
258,1,12017.197490132,2022-06-13 23:27:26.575117
259,1,12017.198193482,2022-06-13 23:27:26.575822
260,1,12017.198873184,2022-06-13 23:27:26.576500
261,1,12017.199518931,2022-06-13 23:27:26.577146
262,1,12017.200160337,2022-06-13 23:27:26.577787
263,1,12017.200788303,2022-06-13 23:27:26.578416
264,1,12017.201443954,2022-06-13 23:27:26.579071
265,1,12017.211134531,2022-06-13 23:27:26.588763
266,1,12017.211898359,2022-06-13 23:27:26.589527
267,1,12017.212536876,2022-06-13 23:27:26.590165
268,1,12017.213174138,2022-06-13 23:27:26.590812
269,1,12017.213844607,2022-06-13 23:27:26.591473
270,1,12017.214445598,2022-06-13 23:27:26.592073
271,1,12017.215128274,2022-06-13 23:27:26.592758
272,1,12017.215809129,2022-06-13 23:27:26.593438
273,1,12017.216545112,2022-06-13 23:27:26.594174
274,1,12017.217331173,2022-06-13 23:27:26.594959
275,1,12017.217978897,2022-06-13 23:27:26.595607
276,1,12017.227596395,2022-06-13 23:27:26.605224
277,1,12017.228387496,2022-06-13 23:27:26.606016
278,1,12017.229063881,2022-06-13 23:27:26.606692
279,1,12017.229685261,2022-06-13 23:27:26.607313
280,1,12017.230340049,2022-06-13 23:27:26.607969
281,1,12017.230961565,2022-06-13 23:27:26.608590
282,1,12017.231600762,2022-06-13 23:27:26.609229
283,1,12017.232235938,2022-06-13 23:27:26.609864
284,1,12017.232900211,2022-06-13 23:27:26.610529
285,1,12017.233520646,2022-06-13 23:27:26.611149
286,1,12017.234155697,2022-06-13 23:27:26.611784
287,1,12017.244370557,2022-06-13 23:27:26.622000
288,1,12017.245164302,2022-06-13 23:27:26.622796
289,1,12017.245839701,2022-06-13 23:27:26.623470
290,1,12017.246515846,2022-06-13 23:27:26.624145
291,1,12017.247166479,2022-06-13 23:27:26.624797
292,1,12017.247806239,2022-06-13 23:27:26.625435
293,1,12017.248410799,2022-06-13 23:27:26.626040
294,1,12017.249063537,2022-06-13 23:27:26.626693
295,1,12017.249700566,2022-06-13 23:27:26.627330
296,1,12017.250353422,2022-06-13 23:27:26.627983
297,1,12017.250967283,2022-06-13 23:27:26.628597
298,1,12017.260960599,2022-06-13 23:27:26.638592
299,1,12017.261804447,2022-06-13 23:27:26.639434
300,1,12017.262407573,2022-06-13 23:27:26.640036
301,1,12017.262973519,2022-06-13 23:27:26.640602
302,1,12017.263656882,2022-06-13 23:27:26.641285
303,1,12017.264270528,2022-06-13 23:27:26.641899
304,1,12017.264918451,2022-06-13 23:27:26.642547
305,1,12017.265560576,2022-06-13 23:27:26.643189
306,1,12017.266192003,2022-06-13 23:27:26.643821
307,1,12017.266803334,2022-06-13 23:27:26.644432
308,1,12017.267362625,2022-06-13 23:27:26.644990
309,1,12017.277124131,2022-06-13 23:27:26.654755
310,1,12017.277828655,2022-06-13 23:27:26.655459
311,1,12017.278498581,2022-06-13 23:27:26.656127
312,1,12017.279070691,2022-06-13 23:27:26.656699
313,1,12017.279704751,2022-06-13 23:27:26.657333
314,1,12017.280322968,2022-06-13 23:27:26.657951
315,1,12017.280963177,2022-06-13 23:27:26.658592
316,1,12017.281606186,2022-06-13 23:27:26.659235
317,1,12017.282228689,2022-06-13 23:27:26.659857
318,1,12017.282860499,2022-06-13 23:27:26.660489
319,1,12017.283462837,2022-06-13 23:27:26.661091
320,1,12017.293844278,2022-06-13 23:27:26.671475
321,1,12017.294590012,2022-06-13 23:27:26.672220
322,1,12017.295217868,2022-06-13 23:27:26.672848
323,1,12017.295857179,2022-06-13 23:27:26.673488
324,1,12017.296482245,2022-06-13 23:27:26.674112
325,1,12017.297092685,2022-06-13 23:27:26.674722
326,1,12017.297696808,2022-06-13 23:27:26.675326
327,1,12017.298300342,2022-06-13 23:27:26.675930
328,1,12017.298877114,2022-06-13 23:27:26.676506
329,1,12017.299479166,2022-06-13 23:27:26.677110
330,1,12017.300047688,2022-06-13 23:27:26.677677
331,1,12017.310616118,2022-06-13 23:27:26.688248
332,1,12017.311301922,2022-06-13 23:27:26.688933
333,1,12017.311930254,2022-06-13 23:27:26.689560
334,1,12017.312513886,2022-06-13 23:27:26.690145
335,1,12017.313115298,2022-06-13 23:27:26.690745
336,1,12017.313721157,2022-06-13 23:27:26.691351
337,1,12017.314301619,2022-06-13 23:27:26.691932
338,1,12017.314871982,2022-06-13 23:27:26.692502
339,1,12017.315483731,2022-06-13 23:27:26.693114
340,1,12017.316033728,2022-06-13 23:27:26.693664
341,1,12017.316600561,2022-06-13 23:27:26.694231
342,1,12017.327259844,2022-06-13 23:27:26.704893
343,1,12017.327954531,2022-06-13 23:27:26.705585
344,1,12017.328588777,2022-06-13 23:27:26.706220
345,1,12017.329190921,2022-06-13 23:27:26.706822
346,1,12017.329802623,2022-06-13 23:27:26.707433
347,1,12017.330401916,2022-06-13 23:27:26.708033
348,1,12017.331011829,2022-06-13 23:27:26.708643
349,1,12017.331631163,2022-06-13 23:27:26.709262
350,1,12017.332165609,2022-06-13 23:27:26.709796
351,1,12017.332787004,2022-06-13 23:27:26.710418
352,1,12017.333420523,2022-06-13 23:27:26.711052
353,1,12017.343839636,2022-06-13 23:27:26.721473
354,1,12017.344566482,2022-06-13 23:27:26.722200
355,1,12017.345196453,2022-06-13 23:27:26.722828
356,1,12017.345760983,2022-06-13 23:27:26.723393
357,1,12017.346372411,2022-06-13 23:27:26.724004
358,1,12017.346973761,2022-06-13 23:27:26.724606
359,1,12017.347594479,2022-06-13 23:27:26.725226
360,1,12017.348192241,2022-06-13 23:27:26.725824
361,1,12017.348801236,2022-06-13 23:27:26.726433
362,1,12017.349419273,2022-06-13 23:27:26.727051
363,1,12017.350030409,2022-06-13 23:27:26.727662
364,1,12017.360444731,2022-06-13 23:27:26.738079
365,1,12017.361169489,2022-06-13 23:27:26.738803
366,1,12017.361795628,2022-06-13 23:27:26.739429
367,1,12017.362355534,2022-06-13 23:27:26.739988
368,1,12017.362968274,2022-06-13 23:27:26.740601
369,1,12017.363535342,2022-06-13 23:27:26.741169
370,1,12017.364129699,2022-06-13 23:27:26.741763
371,1,12017.364736168,2022-06-13 23:27:26.742369
372,1,12017.365339409,2022-06-13 23:27:26.742972
373,1,12017.365942954,2022-06-13 23:27:26.743576
374,1,12017.366497141,2022-06-13 23:27:26.744130
375,1,12017.377135766,2022-06-13 23:27:26.754771
376,1,12017.377882089,2022-06-13 23:27:26.755517
377,1,12017.378504006,2022-06-13 23:27:26.756138
378,1,12017.384604676,2022-06-13 23:27:26.762240
379,1,12017.390304853,2022-06-13 23:27:26.767939
380,1,12017.396041353,2022-06-13 23:27:26.773677
381,1,12017.401719598,2022-06-13 23:27:26.779355
382,1,12017.408058278,2022-06-13 23:27:26.785694
383,1,12017.410668724,2022-06-13 23:27:26.788305
384,1,12017.411374555,2022-06-13 23:27:26.789013
385,1,12017.412024127,2022-06-13 23:27:26.789662
386,1,12017.427202234,2022-06-13 23:27:26.804840
387,1,12017.427936531,2022-06-13 23:27:26.805573
388,1,12017.428564283,2022-06-13 23:27:26.806201
389,1,12017.429187768,2022-06-13 23:27:26.806823
390,1,12017.429805816,2022-06-13 23:27:26.807442
391,1,12017.430427076,2022-06-13 23:27:26.808063
392,1,12017.431038771,2022-06-13 23:27:26.808675
393,1,12017.431639484,2022-06-13 23:27:26.809275
394,1,12017.432174244,2022-06-13 23:27:26.809810
395,1,12017.432775803,2022-06-13 23:27:26.810412
396,1,12017.433385866,2022-06-13 23:27:26.811022
397,1,12017.443903655,2022-06-13 23:27:26.821542
398,1,12017.444557211,2022-06-13 23:27:26.822194
399,1,12017.445186089,2022-06-13 23:27:26.822823
400,1,12017.445828675,2022-06-13 23:27:26.823466
401,1,12017.446456321,2022-06-13 23:27:26.824093
402,1,12017.447018135,2022-06-13 23:27:26.824656
403,1,12017.447616216,2022-06-13 23:27:26.825253
404,1,12017.448219811,2022-06-13 23:27:26.825857
405,1,12017.448841714,2022-06-13 23:27:26.826479
406,1,12017.449464375,2022-06-13 23:27:26.827101
407,1,12017.450082844,2022-06-13 23:27:26.827720
408,1,12017.461126274,2022-06-13 23:27:26.838766
409,1,12017.461874021,2022-06-13 23:27:26.839513
410,1,12017.462474356,2022-06-13 23:27:26.840112
411,1,12017.463120594,2022-06-13 23:27:26.840760
412,1,12017.463820713,2022-06-13 23:27:26.841462
413,1,12017.464486667,2022-06-13 23:27:26.842127
414,1,12017.465197269,2022-06-13 23:27:26.842839
415,1,12017.465905447,2022-06-13 23:27:26.843548
416,1,12017.466526763,2022-06-13 23:27:26.844168
417,1,12017.467164796,2022-06-13 23:27:26.844806
418,1,12017.467799848,2022-06-13 23:27:26.845441
419,1,12017.478103059,2022-06-13 23:27:26.855745
420,1,12017.478913093,2022-06-13 23:27:26.856554
421,1,12017.479546769,2022-06-13 23:27:26.857188
422,1,12017.480186352,2022-06-13 23:27:26.857829
423,1,12017.480858514,2022-06-13 23:27:26.858499
424,1,12017.481496875,2022-06-13 23:27:26.859138
425,1,12017.482157547,2022-06-13 23:27:26.859799
426,1,12017.482788859,2022-06-13 23:27:26.860432
427,1,12017.483486921,2022-06-13 23:27:26.861130
428,1,12017.484215121,2022-06-13 23:27:26.861858
429,1,12017.484904451,2022-06-13 23:27:26.862547
430,1,12017.494754807,2022-06-13 23:27:26.872396
431,1,12017.495549325,2022-06-13 23:27:26.873193
432,1,12017.496231332,2022-06-13 23:27:26.873874
433,1,12017.496918977,2022-06-13 23:27:26.874564
434,1,12017.497628926,2022-06-13 23:27:26.875271
435,1,12017.498363414,2022-06-13 23:27:26.876009
436,1,12017.499061568,2022-06-13 23:27:26.876705
437,1,12017.499778201,2022-06-13 23:27:26.877421
438,1,12017.500483489,2022-06-13 23:27:26.878127
439,1,12017.501118689,2022-06-13 23:27:26.878761
440,1,12017.501776868,2022-06-13 23:27:26.879420
441,1,12017.511329289,2022-06-13 23:27:26.888972
442,1,12017.512134081,2022-06-13 23:27:26.889782
443,1,12017.512826154,2022-06-13 23:27:26.890469
444,1,12017.513482621,2022-06-13 23:27:26.891125
445,1,12017.514156435,2022-06-13 23:27:26.891800
446,1,12017.514776932,2022-06-13 23:27:26.892420
447,1,12017.515436212,2022-06-13 23:27:26.893080
448,1,12017.516081447,2022-06-13 23:27:26.893726
449,1,12017.516728571,2022-06-13 23:27:26.894373
450,1,12017.517425287,2022-06-13 23:27:26.895070
451,1,12017.518102397,2022-06-13 23:27:26.895746
452,1,12017.527823449,2022-06-13 23:27:26.905466
453,1,12017.528595692,2022-06-13 23:27:26.906239
454,1,12017.529269221,2022-06-13 23:27:26.906914
455,1,12017.529939376,2022-06-13 23:27:26.907583
456,1,12017.530561383,2022-06-13 23:27:26.908203
457,1,12017.531196009,2022-06-13 23:27:26.908839
458,1,12017.531837763,2022-06-13 23:27:26.909480
459,1,12017.532500059,2022-06-13 23:27:26.910143
460,1,12017.533170209,2022-06-13 23:27:26.910813
461,1,12017.533795142,2022-06-13 23:27:26.911438
462,1,12017.534406049,2022-06-13 23:27:26.912051
463,1,12017.544322659,2022-06-13 23:27:26.921966
464,1,12017.545087017,2022-06-13 23:27:26.922732
465,1,12017.545745771,2022-06-13 23:27:26.923390
466,1,12017.546402643,2022-06-13 23:27:26.924047
467,1,12017.547168365,2022-06-13 23:27:26.924813
468,1,12017.547828834,2022-06-13 23:27:26.925473
469,1,12017.548484136,2022-06-13 23:27:26.926128
470,1,12017.549134181,2022-06-13 23:27:26.926779
471,1,12017.549771843,2022-06-13 23:27:26.927415
472,1,12017.550414639,2022-06-13 23:27:26.928059
473,1,12017.551063143,2022-06-13 23:27:26.928707
474,1,12017.561055333,2022-06-13 23:27:26.938701
475,1,12017.561902477,2022-06-13 23:27:26.939549
476,1,12017.562569849,2022-06-13 23:27:26.940215
477,1,12017.563245919,2022-06-13 23:27:26.940893
478,1,12017.563943075,2022-06-13 23:27:26.941588
479,1,12017.564612248,2022-06-13 23:27:26.942257
480,1,12017.565246902,2022-06-13 23:27:26.942892
481,1,12017.565884928,2022-06-13 23:27:26.943530
482,1,12017.566520208,2022-06-13 23:27:26.944166
483,1,12017.567188223,2022-06-13 23:27:26.944834
484,1,12017.567806239,2022-06-13 23:27:26.945451
485,1,12017.577620569,2022-06-13 23:27:26.955265
486,1,12017.578373805,2022-06-13 23:27:26.956020
487,1,12017.579052005,2022-06-13 23:27:26.956699
488,1,12017.579741365,2022-06-13 23:27:26.957388
489,1,12017.580447848,2022-06-13 23:27:26.958095
490,1,12017.581195135,2022-06-13 23:27:26.958843
491,1,12017.581856483,2022-06-13 23:27:26.959502
492,1,12017.582508891,2022-06-13 23:27:26.960155
493,1,12017.583229409,2022-06-13 23:27:26.960876
494,1,12017.583917382,2022-06-13 23:27:26.961565
495,1,12017.584611636,2022-06-13 23:27:26.962259
496,1,12017.594526094,2022-06-13 23:27:26.972172
497,1,12017.595338051,2022-06-13 23:27:26.972985
498,1,12017.596010075,2022-06-13 23:27:26.973657
499,1,12017.596670735,2022-06-13 23:27:26.974317
500,1,12017.597310957,2022-06-13 23:27:26.974959
501,1,12017.597960099,2022-06-13 23:27:26.975608
502,1,12017.598567408,2022-06-13 23:27:26.976213
503,1,12017.599296974,2022-06-13 23:27:26.976946
504,1,12017.599948843,2022-06-13 23:27:26.977595
505,1,12017.600586223,2022-06-13 23:27:26.978234
506,1,12017.601240176,2022-06-13 23:27:26.978887
507,1,12017.611455774,2022-06-13 23:27:26.989104
508,1,12017.612309677,2022-06-13 23:27:26.989959
509,1,12017.613010213,2022-06-13 23:27:26.990659
510,1,12017.613696395,2022-06-13 23:27:26.991345
511,1,12017.614411334,2022-06-13 23:27:26.992060
512,1,12017.615069895,2022-06-13 23:27:26.992717
513,1,12017.615702563,2022-06-13 23:27:26.993349
514,1,12017.616344578,2022-06-13 23:27:26.993992
515,1,12017.617001781,2022-06-13 23:27:26.994650
516,1,12017.617617836,2022-06-13 23:27:26.995265
