,flip_time,pre_flip_time
0,0.022301486999822373,0.006638636000388942
1,0.009438557999601471,0.006304712000201107
2,0.010133253000276454,0.006158972999401158
3,0.010515876999306784,0.005922730999373016
4,0.009948322000127519,0.006268344999625697
5,0.009955065000212926,0.006249559000025329
6,0.010170604000450112,0.006088659999477386
7,0.01027991800037853,0.006029145999491448
8,0.010072560000480735,0.0062604260001535295
9,0.009980962000554428,0.006189325999912398
10,0.01011649199972453,0.006136446999335021
11,0.010138460000234772,0.006156086999908439
12,0.010160269000152766,0.006111791999501293
13,0.009922023999934027,0.006241137000870367
14,0.010099404999891703,0.00605345700023463
15,0.010315941999579081,0.006090005999794812
16,0.01019066400021984,0.0062042019999353215
17,0.009609486000044853,0.006466986000305042
18,0.010054864999801794,0.006416680999791424
19,0.009770378000212077,0.006200168999384914
20,0.010086485000101675,0.006190791000335594
21,0.010191843000029621,0.006132311999863305
22,0.010377945000072941,0.006151182999929006
23,0.00976958499995817,0.006128310999883979
24,0.010521594999772788,0.006036417999894184
25,0.009797775000151887,0.006122044999756326
26,0.009964795000087179,0.00623498799996014
27,0.010243796000395378,0.006094958999710798
28,0.01000091900004918,0.006540660999235115
29,0.01015496299987717,0.006230968999261677
30,0.009422805999747652,0.006574872999408399
31,0.009401334000358474,0.0069095859998924425
32,0.009551077000651276,0.006561481999597163
33,0.009702442999696359,0.006591409000066051
34,0.014798506000261114,0.0066853899998022825
35,0.012156521999713732,0.02120957900024223
36,0.010112060000210477,0.006240342000637611
37,0.010539439000240236,0.00632672099982301
38,0.009059697000338929,0.006636523999986821
39,0.009780084999874816,0.00654967900027259
40,0.009987879000618705,0.006511712000246916
41,0.009264355999221152,0.0064522639995630016
42,0.009507518000646087,0.006430602999898838
43,0.009830181999859633,0.006374163000145927
44,0.00995888899979036,0.0063504229992759065
45,0.010041285000625066,0.006262594999498106
46,0.009941667999555648,0.00627937999979622
47,0.010158203000173671,0.006091745999583509
48,0.010100841000166838,0.006134322000434622
49,0.010198370000580326,0.00613896799950453
50,0.010121751000042423,0.00624530099958065
51,0.010351510999498714,0.005934833000537765
52,0.010240479999993113,0.006059457999981532
53,0.010167432000343979,0.006130085000222607
54,0.010250744000586565,0.006381606000104512
55,0.008976792999419558,0.006739421000020229
56,0.009730988000228535,0.006491578000350273
57,0.010571320000053674,0.006172396999318153
