,audio_status,audio_status_time
355,1,6028.331552757
356,1,6028.33221708
357,1,6028.332830482
358,1,6028.333475631
359,1,6028.334131481
360,1,6028.334762057
361,1,6028.335401935
362,1,6028.33604791
363,1,6028.336689425
364,1,6028.346735802
365,1,6028.347541365
366,1,6028.348220011
367,1,6028.348898437
368,1,6028.349538947
369,1,6028.35013289
370,1,6028.350730786
371,1,6028.351413695
372,1,6028.35206539
373,1,6028.352672972
374,1,6028.353324973
375,1,6028.363566906
376,1,6028.364389725
377,1,6028.365068531
378,1,6028.365715157
379,1,6028.366336751
380,1,6028.366979597
381,1,6028.367618827
382,1,6028.368246405
383,1,6028.368925563
384,1,6028.369591959
385,1,6028.370251165
386,1,6028.395923229
387,1,6028.402220986
388,1,6028.40788843
389,1,6028.412665653
390,1,6028.413308503
391,1,6028.413953716
392,1,6028.414581636
393,1,6028.415226137
394,1,6028.415906721
395,1,6028.41654517
396,1,6028.417131768
397,1,6028.429630477
398,1,6028.430350229
399,1,6028.431022806
400,1,6028.431661769
401,1,6028.432287109
402,1,6028.432910841
403,1,6028.433519958
404,1,6028.434135055
405,1,6028.434712028
406,1,6028.435324323
407,1,6028.435870506
408,1,6028.446353161
409,1,6028.447075807
410,1,6028.447674952
411,1,6028.448309971
412,1,6028.448897197
413,1,6028.449474642
414,1,6028.450094629
415,1,6028.450750076
416,1,6028.451402031
417,1,6028.452048929
418,1,6028.452677586
419,1,6028.46390125
420,1,6028.464750638
421,1,6028.465417566
422,1,6028.466046005
423,1,6028.466661013
424,1,6028.467281258
425,1,6028.4679654
426,1,6028.468649399
427,1,6028.469272246
428,1,6028.469907353
429,1,6028.470537637
430,1,6028.480101411
431,1,6028.480914313
432,1,6028.481562609
433,1,6028.482167549
434,1,6028.482856356
435,1,6028.483457212
436,1,6028.484113985
437,1,6028.484765686
438,1,6028.485373952
439,1,6028.486022418
440,1,6028.486649997
441,1,6028.496986511
442,1,6028.497776765
443,1,6028.498396118
444,1,6028.499038528
445,1,6028.49970948
446,1,6028.500312992
447,1,6028.500954636
448,1,6028.501586193
449,1,6028.50221608
450,1,6028.502863276
451,1,6028.503496215
452,1,6028.513962041
453,1,6028.514766161
454,1,6028.515338401
455,1,6028.51602895
456,1,6028.516661693
457,1,6028.517290628
458,1,6028.517935641
459,1,6028.518542671
460,1,6028.51917051
461,1,6028.519840365
462,1,6028.520412993
463,1,6028.530093586
464,1,6028.530857658
465,1,6028.5314817
466,1,6028.532100148
467,1,6028.532752566
468,1,6028.533368589
469,1,6028.533964927
470,1,6028.534601495
471,1,6028.535245189
472,1,6028.535862467
473,1,6028.536522586
474,1,6028.546461075
475,1,6028.547212279
476,1,6028.547850277
477,1,6028.548495495
478,1,6028.549132679
479,1,6028.549773839
480,1,6028.550411471
481,1,6028.550947442
482,1,6028.551575611
483,1,6028.552205908
484,1,6028.552834578
485,1,6028.563014436
486,1,6028.563747397
487,1,6028.564388183
488,1,6028.565077436
489,1,6028.565657861
490,1,6028.566285946
491,1,6028.566902985
492,1,6028.567565317
493,1,6028.568191721
494,1,6028.568727519
495,1,6028.56936399
496,1,6028.579698487
497,1,6028.580441357
498,1,6028.581047349
499,1,6028.581645917
500,1,6028.582194357
501,1,6028.58281359
502,1,6028.583436143
503,1,6028.584054306
504,1,6028.584690667
505,1,6028.585339596
506,1,6028.585960921
507,1,6028.59640267
508,1,6028.597109695
509,1,6028.597718542
510,1,6028.598337509
511,1,6028.598953187
512,1,6028.599585561
513,1,6028.600222332
514,1,6028.600878829
515,1,6028.601515802
516,1,6028.602053716
517,1,6028.60268236
518,1,6028.613041696
519,1,6028.613758945
520,1,6028.614376322
521,1,6028.615011133
522,1,6028.615619058
523,1,6028.616232921
524,1,6028.616784648
525,1,6028.617372759
526,1,6028.617918749
527,1,6028.61853588
528,1,6028.619133243
529,1,6028.629668476
530,1,6028.63037652
531,1,6028.631005288
532,1,6028.63162055
533,1,6028.632228081
534,1,6028.632843451
535,1,6028.633433838
536,1,6028.634045343
537,1,6028.634660703
538,1,6028.635267851
539,1,6028.635802587
540,1,6028.646273872
541,1,6028.646936635
542,1,6028.647553786
543,1,6028.648174092
544,1,6028.648789508
545,1,6028.649387348
546,1,6028.649993823
547,1,6028.650599278
548,1,6028.651208269
549,1,6028.65181309
550,1,6028.652412479
551,1,6028.66298973
552,1,6028.663764153
553,1,6028.66436576
554,1,6028.664975679
555,1,6028.665595588
556,1,6028.666193555
557,1,6028.66681047
558,1,6028.667406598
559,1,6028.668012305
560,1,6028.66862715
561,1,6028.669234358
562,1,6028.679698441
563,1,6028.680402667
564,1,6028.681020188
565,1,6028.681571369
566,1,6028.682135439
567,1,6028.6826762
568,1,6028.683292491
569,1,6028.683889655
570,1,6028.68449571
571,1,6028.685091667
572,1,6028.685632995
573,1,6028.696354509
574,1,6028.697115532
575,1,6028.697696685
576,1,6028.698239035
577,1,6028.698856325
578,1,6028.699454291
579,1,6028.700070693
580,1,6028.700671815
581,1,6028.701207555
582,1,6028.701806813
583,1,6028.702413168
584,1,6028.713064112
585,1,6028.713759773
586,1,6028.714377221
587,1,6028.714996411
588,1,6028.715590999
589,1,6028.71618695
590,1,6028.716756707
591,1,6028.717356147
592,1,6028.717962545
593,1,6028.718580429
594,1,6028.719193203
595,1,6028.729797319
596,1,6028.730494255
597,1,6028.731121208
598,1,6028.731714115
599,1,6028.73235711
600,1,6028.732988768
601,1,6028.733596788
602,1,6028.73424777
603,1,6028.734910839
604,1,6028.735525919
605,1,6028.736176589
606,1,6028.747055526
607,1,6028.747935126
608,1,6028.748557275
609,1,6028.749240797
610,1,6028.749940611
611,1,6028.750580405
612,1,6028.751199641
613,1,6028.751843601
614,1,6028.752529043
615,1,6028.75318645
616,1,6028.753792775
617,1,6028.76319605
618,1,6028.76406559
619,1,6028.764753711
620,1,6028.765392609
621,1,6028.765997853
622,1,6028.766635938
623,1,6028.767183836
624,1,6028.767832918
625,1,6028.768492536
626,1,6028.769051868
627,1,6028.769687048
628,1,6028.779781006
629,1,6028.780435253
630,1,6028.781092289
631,1,6028.781718805
632,1,6028.782361118
633,1,6028.782945361
634,1,6028.783555518
635,1,6028.784135483
636,1,6028.784757547
637,1,6028.785362076
638,1,6028.785951399
639,1,6028.796951506
640,1,6028.797747375
641,1,6028.798359725
642,1,6028.798979336
643,1,6028.799609547
644,1,6028.800155557
645,1,6028.800779655
646,1,6028.801367307
647,1,6028.801966935
648,1,6028.802508209
649,1,6028.8031222
650,1,6028.813356701
651,1,6028.814050719
652,1,6028.81467321
653,1,6028.815217111
654,1,6028.815816219
655,1,6028.816434911
656,1,6028.817072109
657,1,6028.817740428
658,1,6028.818341356
659,1,6028.818975041
660,1,6028.819598631
661,1,6028.829635598
662,1,6028.830335827
663,1,6028.830979791
664,1,6028.831607268
665,1,6028.832231934
666,1,6028.832864628
667,1,6028.833471109
668,1,6028.83405875
669,1,6028.834678039
670,1,6028.835308368
671,1,6028.835904869
672,1,6028.846312641
673,1,6028.847002117
674,1,6028.847543128
675,1,6028.84814272
676,1,6028.848749129
677,1,6028.849365603
678,1,6028.849998884
679,1,6028.850580531
680,1,6028.851184054
681,1,6028.851784994
682,1,6028.852349132
683,1,6028.862949874
684,1,6028.863663408
685,1,6028.864286821
686,1,6028.86485551
687,1,6028.865478546
688,1,6028.866035559
689,1,6028.86657932
690,1,6028.867132946
691,1,6028.867710116
692,1,6028.868309073
693,1,6028.868915874
694,1,6028.87965699
695,1,6028.880370969
696,1,6028.880991024
697,1,6028.881526399
698,1,6028.882154871
699,1,6028.882692996
700,1,6028.883304319
701,1,6028.883901854
702,1,6028.884517534
703,1,6028.885113869
704,1,6028.885658636
705,1,6028.89637435
706,1,6028.897091694
707,1,6028.897715604
708,1,6028.898250849
709,1,6028.898861868
710,1,6028.899460361
711,1,6028.900076793
712,1,6028.900673043
713,1,6028.901214399
714,1,6028.901812328
715,1,6028.902418131
716,1,6028.913036213
717,1,6028.913750364
718,1,6028.914370983
719,1,6028.914989288
720,1,6028.91558483
721,1,6028.916125392
722,1,6028.916740438
723,1,6028.917338079
724,1,6028.917944674
725,1,6028.918541151
726,1,6028.919147068
727,1,6028.92995796
728,1,6028.930728919
729,1,6028.931375842
730,1,6028.932038201
731,1,6028.93270553
732,1,6028.933345073
733,1,6028.933987531
734,1,6028.934629566
735,1,6028.935263323
736,1,6028.936005363
737,1,6028.936676761
738,1,6028.946749147
739,1,6028.94752935
740,1,6028.948142493
741,1,6028.948730134
742,1,6028.949440676
743,1,6028.950116211
744,1,6028.950818004
745,1,6028.951449768
746,1,6028.95206481
747,1,6028.952707591
748,1,6028.953365956
749,1,6028.963629754
750,1,6028.964357276
751,1,6028.965006208
752,1,6028.965622883
753,1,6028.966262094
754,1,6028.96690091
755,1,6028.967557079
756,1,6028.968195848
757,1,6028.968735669
758,1,6028.969351537
759,1,6028.969958689
760,1,6028.979692077
761,1,6028.980424552
762,1,6028.981043761
763,1,6028.981679034
764,1,6028.982310478
765,1,6028.982958214
766,1,6028.983561427
767,1,6028.984169413
768,1,6028.984706029
769,1,6028.985325318
770,1,6028.985923446
771,1,6028.996353283
772,1,6028.997063479
773,1,6028.99769343
774,1,6028.998309108
775,1,6028.998917119
776,1,6028.999533251
777,1,6029.000178124
778,1,6029.000809107
779,1,6029.00143141
780,1,6029.002036883
781,1,6029.002639234
782,1,6029.013072958
783,1,6029.013797811
784,1,6029.014409821
785,1,6029.015007522
786,1,6029.015613888
787,1,6029.016230498
788,1,6029.016762074
789,1,6029.017381516
790,1,6029.017998774
791,1,6029.018608633
792,1,6029.019209443
793,1,6029.029690208
794,1,6029.03036857
795,1,6029.030990771
796,1,6029.031591089
797,1,6029.032208611
798,1,6029.032804933
799,1,6029.033411914
800,1,6029.034027451
801,1,6029.034634778
802,1,6029.035171792
803,1,6029.035818773
804,1,6029.062681126
805,1,6029.068554642
806,1,6029.069192679
807,1,6029.069841958
808,1,6029.070501354
809,1,6029.071097032
810,1,6029.071728989
811,1,6029.072368148
812,1,6029.073003764
813,1,6029.073698629
814,1,6029.074262682
815,1,6029.079761748
816,1,6029.080497962
817,1,6029.08113789
818,1,6029.081758389
819,1,6029.082423781
820,1,6029.083043636
821,1,6029.083675734
822,1,6029.084293971
823,1,6029.084920119
824,1,6029.085543346
825,1,6029.086161644
826,1,6029.09643532
827,1,6029.097117349
828,1,6029.097746197
829,1,6029.09829375
830,1,6029.098923264
831,1,6029.099536554
832,1,6029.100165129
833,1,6029.100780463
834,1,6029.101409968
835,1,6029.102025269
836,1,6029.102631761
837,1,6029.11312444
838,1,6029.113822868
839,1,6029.114422311
840,1,6029.115022294
841,1,6029.115619557
842,1,6029.116177946
843,1,6029.116799121
844,1,6029.117463961
845,1,6029.118077602
846,1,6029.118740293
847,1,6029.119374842
848,1,6029.130410878
849,1,6029.131167117
850,1,6029.131786923
851,1,6029.13241869
852,1,6029.133042793
853,1,6029.133672971
854,1,6029.134287808
855,1,6029.134941958
856,1,6029.135571693
857,1,6029.136203532
858,1,6029.136832676
859,1,6029.146542836
860,1,6029.147267961
861,1,6029.14793656
862,1,6029.148565572
863,1,6029.149195466
864,1,6029.149848471
865,1,6029.150475054
866,1,6029.151096283
867,1,6029.151703514
868,1,6029.152370401
869,1,6029.153021724
870,1,6029.163252911
871,1,6029.164014789
872,1,6029.164625442
873,1,6029.165279653
874,1,6029.165895904
875,1,6029.16652257
876,1,6029.167143946
877,1,6029.167794797
878,1,6029.168480678
879,1,6029.169161716
880,1,6029.169843086
881,1,6029.180496881
882,1,6029.181260402
883,1,6029.181870238
884,1,6029.182523789
885,1,6029.183133372
886,1,6029.183802051
887,1,6029.184428116
888,1,6029.18500836
889,1,6029.18558976
890,1,6029.186218756
891,1,6029.186857709
892,1,6029.196420801
893,1,6029.197148101
894,1,6029.197789074
895,1,6029.198360757
896,1,6029.198996688
897,1,6029.199613746
898,1,6029.200271567
899,1,6029.200888678
900,1,6029.201480841
901,1,6029.202143116
902,1,6029.202756467
903,1,6029.213058974
904,1,6029.21377607
905,1,6029.214395384
906,1,6029.214937302
907,1,6029.215522268
908,1,6029.21606124
909,1,6029.216690543
910,1,6029.217330203
911,1,6029.217964974
912,1,6029.218563139
913,1,6029.219169289
914,1,6029.230103507
915,1,6029.230870243
916,1,6029.231490971
917,1,6029.232122813
918,1,6029.232712292
919,1,6029.233306081
920,1,6029.233928228
921,1,6029.234554626
922,1,6029.235160193
923,1,6029.235783468
924,1,6029.236356161
925,1,6029.246381426
926,1,6029.247095953
927,1,6029.247697913
928,1,6029.248293644
929,1,6029.248864361
930,1,6029.249501246
931,1,6029.250128284
932,1,6029.250804236
933,1,6029.251464654
934,1,6029.252052232
935,1,6029.252695757
936,1,6029.263523307
937,1,6029.264313869
938,1,6029.264905499
939,1,6029.265527988
940,1,6029.266135878
941,1,6029.266753707
942,1,6029.267315968
943,1,6029.267928779
944,1,6029.26854807
945,1,6029.269197997
946,1,6029.26983397
947,1,6029.280002036
948,1,6029.280751121
949,1,6029.281398012
950,1,6029.282079692
951,1,6029.282714397
952,1,6029.283384401
953,1,6029.284032273
954,1,6029.284730834
955,1,6029.285411946
956,1,6029.286046519
957,1,6029.286712842
958,1,6029.296889812
959,1,6029.297663312
960,1,6029.298310274
961,1,6029.299006254
962,1,6029.299720319
963,1,6029.30035392
964,1,6029.301028587
965,1,6029.301585071
966,1,6029.302227967
967,1,6029.302872621
968,1,6029.30349108
969,1,6029.313576286
970,1,6029.314326242
971,1,6029.314989882
972,1,6029.315637639
973,1,6029.316269349
974,1,6029.316880971
975,1,6029.31748989
976,1,6029.318128028
977,1,6029.318799923
978,1,6029.319466104
979,1,6029.320136779
980,1,6029.330017514
981,1,6029.330724642
982,1,6029.331386443
983,1,6029.332051641
984,1,6029.332672413
985,1,6029.333322969
986,1,6029.333950966
987,1,6029.334583112
988,1,6029.335213963
989,1,6029.335840906
990,1,6029.336489388
991,1,6029.346694433
992,1,6029.347421358
993,1,6029.348030043
994,1,6029.348594131
995,1,6029.349165508
996,1,6029.349804706
997,1,6029.350446722
998,1,6029.351089002
999,1,6029.351675694
1000,1,6029.352334129
1001,1,6029.35297949
1002,1,6029.36311281
1003,1,6029.363784602
1004,1,6029.364434072
1005,1,6029.365041276
1006,1,6029.365667018
1007,1,6029.366285829
1008,1,6029.366927283
1009,1,6029.367561837
1010,1,6029.368230827
1011,1,6029.368836803
1012,1,6029.369410787
1013,1,6029.379852046
1014,1,6029.380620212
1015,1,6029.381237068
1016,1,6029.381854234
1017,1,6029.382470203
1018,1,6029.383084319
1019,1,6029.383728746
1020,1,6029.384369046
1021,1,6029.385027051
1022,1,6029.385644439
1023,1,6029.386213686
1024,1,6029.396453002
1025,1,6029.39711987
1026,1,6029.397747912
1027,1,6029.398365838
1028,1,6029.398993009
1029,1,6029.399533163
1030,1,6029.400162379
1031,1,6029.40077708
1032,1,6029.401408103
1033,1,6029.402021416
1034,1,6029.402627114
1035,1,6029.413386009
1036,1,6029.41411652
1037,1,6029.414775529
1038,1,6029.415368783
1039,1,6029.416031103
1040,1,6029.416648351
1041,1,6029.417252202
1042,1,6029.417852669
1043,1,6029.418416648
1044,1,6029.419027523
1045,1,6029.41965179
1046,1,6029.429746628
1047,1,6029.430437862
1048,1,6029.431000556
1049,1,6029.431630899
1050,1,6029.4322443
1051,1,6029.432873523
1052,1,6029.43348659
1053,1,6029.434114619
1054,1,6029.434746734
1055,1,6029.435363523
1056,1,6029.435974748
1057,1,6029.446384532
1058,1,6029.447130127
1059,1,6029.447735202
1060,1,6029.448348369
1061,1,6029.448956992
1062,1,6029.449577241
1063,1,6029.450194238
1064,1,6029.450731674
1065,1,6029.451352333
1066,1,6029.451977286
1067,1,6029.452594284
1068,1,6029.463083631
1069,1,6029.463757972
1070,1,6029.464320036
1071,1,6029.464928983
1072,1,6029.465545763
1073,1,6029.466153161
1074,1,6029.466749411
1075,1,6029.467355959
1076,1,6029.467970849
1077,1,6029.468507708
1078,1,6029.46912909
1079,1,6029.479705883
1080,1,6029.48045617
1081,1,6029.48106112
1082,1,6029.481662029
1083,1,6029.482263332
1084,1,6029.482826654
1085,1,6029.483435112
1086,1,6029.484064866
1087,1,6029.484687089
1088,1,6029.485315281
1089,1,6029.485932433
1090,1,6029.496369558
1091,1,6029.497098367
1092,1,6029.497720519
1093,1,6029.498329433
1094,1,6029.49892764
1095,1,6029.499535614
1096,1,6029.500131368
1097,1,6029.500689032
1098,1,6029.501279408
1099,1,6029.501879922
1100,1,6029.502517606
1101,1,6029.513721187
1102,1,6029.514559204
1103,1,6029.515232526
1104,1,6029.515889761
1105,1,6029.516516311
1106,1,6029.5171558
1107,1,6029.517773346
1108,1,6029.518414687
1109,1,6029.51909481
1110,1,6029.519728716
1111,1,6029.52036892
1112,1,6029.530567242
1113,1,6029.531341828
1114,1,6029.532021494
1115,1,6029.532733969
1116,1,6029.5333566
1117,1,6029.533969042
1118,1,6029.53462493
1119,1,6029.535223362
1120,1,6029.535852117
1121,1,6029.536490776
1122,1,6029.537165486
1123,1,6029.546494306
1124,1,6029.54715639
1125,1,6029.54775908
1126,1,6029.548377291
1127,1,6029.548992169
1128,1,6029.549635414
1129,1,6029.550280921
1130,1,6029.550916199
1131,1,6029.551535023
1132,1,6029.552166024
1133,1,6029.552704809
1134,1,6029.563107878
1135,1,6029.563755428
1136,1,6029.564379451
1137,1,6029.565015964
1138,1,6029.565641229
1139,1,6029.566234721
1140,1,6029.566786233
1141,1,6029.567387244
1142,1,6029.567956693
1143,1,6029.568546899
1144,1,6029.569143861
1145,1,6029.579835367
1146,1,6029.580581629
1147,1,6029.581209123
1148,1,6029.581764754
1149,1,6029.582343001
1150,1,6029.58294444
1151,1,6029.583543026
1152,1,6029.584099911
1153,1,6029.584695194
1154,1,6029.585299532
1155,1,6029.585917291
1156,1,6029.596411871
1157,1,6029.597094434
1158,1,6029.597719814
1159,1,6029.598358928
1160,1,6029.598983147
1161,1,6029.599532372
1162,1,6029.600118328
1163,1,6029.600718952
1164,1,6029.601317487
1165,1,6029.601877316
1166,1,6029.602488571
1167,1,6029.613153726
1168,1,6029.613899906
1169,1,6029.614529752
1170,1,6029.615081431
1171,1,6029.615689281
1172,1,6029.616292651
1173,1,6029.616899893
1174,1,6029.617496311
1175,1,6029.618040604
1176,1,6029.618638848
1177,1,6029.619245651
1178,1,6029.629779974
1179,1,6029.630455132
1180,1,6029.63105156
1181,1,6029.631714392
1182,1,6029.632311521
1183,1,6029.632856969
1184,1,6029.633474619
1185,1,6029.634090059
1186,1,6029.634697691
1187,1,6029.63529327
1188,1,6029.635827762
1189,1,6029.646391167
1190,1,6029.647104079
1191,1,6029.647727567
1192,1,6029.648329952
1193,1,6029.648945293
1194,1,6029.649494907
1195,1,6029.65009223
1196,1,6029.650631014
1197,1,6029.651247668
1198,1,6029.651844718
1199,1,6029.652461221
1200,1,6029.66320235
1201,1,6029.663929242
1202,1,6029.664554412
1203,1,6029.665153893
1204,1,6029.665770791
1205,1,6029.666367126
1206,1,6029.666929926
1207,1,6029.667527879
1208,1,6029.668134418
1209,1,6029.668747881
1210,1,6029.669354219
1211,1,6029.679759684
1212,1,6029.680477481
1213,1,6029.681099999
1214,1,6029.681716911
1215,1,6029.682329873
1216,1,6029.682945268
1217,1,6029.683552908
1218,1,6029.684149352
1219,1,6029.68470785
1220,1,6029.685306008
1221,1,6029.685912591
1222,1,6029.718146532
1223,1,6029.724412428
1224,1,6029.72508532
1225,1,6029.725723286
1226,1,6029.726386002
1227,1,6029.726971648
1228,1,6029.727626437
1229,1,6029.728228098
1230,1,6029.72886491
1231,1,6029.729517462
1232,1,6029.730163001
1233,1,6029.746482931
1234,1,6029.747262511
1235,1,6029.747882756
1236,1,6029.748563987
1237,1,6029.749165474
1238,1,6029.749791482
1239,1,6029.750405907
1240,1,6029.75102052
1241,1,6029.751631356
1242,1,6029.752262149
1243,1,6029.752891741
1244,1,6029.763148081
1245,1,6029.763886451
1246,1,6029.764525609
