	onset	duration	trial_type	real_time
0	0.7380854999646544	10.000334300100803	preaudio_metronome	12:20:07:240897
1	2.456962200347334	0.0	Right-Max	12:20:08:959278
2	5.745730200316757	0.0	Left-Min	12:20:12:248780
3	10.720902299974114	0.0	Right-Max	12:20:17:224006
4	12.594530400354415	0.0	Left-Min	12:20:19:097833
5	16.934757499955595	0.0	Right-Max	12:20:23:438089
6	20.96678730007261	0.0	Left-Min	12:20:27:469473
7	22.109501500148326	0.0	Right-Max	12:20:28:612338
8	23.338587900158018	0.0	Left-Min	12:20:29:841321
9	24.26797470031306	0.0	Right-Max	12:20:30:771261
10	25.300871199928224	0.0	Left-Min	12:20:31:803713
11	26.440038700122386	0.0	Right-Max	12:20:32:942852
12	27.85458920011297	0.0	Left-Min	12:20:34:357880
13	30.01259439997375	0.0	Right-Max	12:20:36:515475
14	33.77872160030529	0.0	Left-Min	12:20:40:281951
15	37.83894840022549	0.0	Right-Max	12:20:44:342345
16	40.83390650013462	0.0	Left-Min	12:20:47:337558
17	45.378079399932176	0.0	Right-Max	12:20:51:881499
18	48.74762949999422	0.0	Left-Min	12:20:55:251220
19	50.41180350026116	0.0	Right-Max	12:20:56:915412
20	51.36328910011798	0.0	Left-Min	12:20:57:866917
21	52.39588419999927	0.0	Right-Max	12:20:58:899523
22	53.343021700158715	0.0	Left-Min	12:20:59:846233
23	54.37699420005083	0.0	Right-Max	12:21:00:879976
